Cluster	sample	Change	ID	Description	GeneRatio	BgRatio	pvalue	FDR	qvalue	geneID	Count
Gpdh.downregulated	Gpdh	downregulated	GO:0009922	fatty acid elongase activity	4/288	20/12054	0.00114275443828554	0.0236859377951901	0.021088795493086	CG5326/bond/CG33110/sit	4
Gpdh.downregulated	Gpdh	downregulated	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	8/288	88/12054	0.00118429688975951	0.0236859377951901	0.021088795493086	LManV/CG13397/CG14823/CG9701/LysD/LManIV/LManIII/LysB	8
Gpdh.downregulated	Gpdh	downregulated	GO:0016298	lipase activity	7/288	71/12054	0.00148782875627049	0.0274676078080706	0.0244558087063084	CG6753/CG3009/CG14507/CG34447/CG5665/CG31091/CG34448	7
Gpdh.downregulated	Gpdh	downregulated	GO:0016798	hydrolase activity, acting on glycosyl bonds	8/288	95/12054	0.0019406160461427	0.0328223297380177	0.0292233900737613	LManV/CG13397/CG14823/CG9701/LysD/LManIV/LManIII/LysB	8
Gpdh.downregulated	Gpdh	downregulated	GO:0004312	fatty acid synthase activity	4/288	24/12054	0.00232491502310958	0.0328223297380177	0.0292233900737613	CG5326/bond/CG33110/sit	4
Gpdh.downregulated	Gpdh	downregulated	GO:0015645	fatty acid ligase activity	4/288	24/12054	0.00232491502310958	0.0328223297380177	0.0292233900737613	CG11659/Fatp/CG44252/e	4
Gpdh.downregulated	Gpdh	downregulated	GO:0016405	CoA-ligase activity	4/288	24/12054	0.00232491502310958	0.0328223297380177	0.0292233900737613	CG11659/Fatp/CG44252/e	4
Gpdh.downregulated	Gpdh	downregulated	GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	3/288	12/12054	0.00253018256606575	0.0337357675475433	0.0300366702287337	CG15343/Loxl2/CG11236	3
Gpdh.downregulated	Gpdh	downregulated	GO:0004559	alpha-mannosidase activity	3/288	14/12054	0.00404072079813834	0.0498801207973567	0.0444108093064184	LManV/LManIV/LManIII	3
Gpdh.downregulated	Gpdh	downregulated	GO:0016878	acid-thiol ligase activity	4/288	28/12054	0.00415667673311305	0.0498801207973567	0.0444108093064184	CG11659/Fatp/CG44252/e	4
Gpdh.upregulated	Gpdh	upregulated	GO:0005506	iron ion binding	20/274	154/12054	2.82474803274019e-10	8.61548149985759e-08	7.64168678330768e-08	Cyp6a8/Cyp6a14/Cyp6w1/Cyp4p1/Cyp9b1/Cyp6d4/Cyp9b2/shd/PH4alphaMP/Cyp12a5/Cyp28a5/Cyp6d5/CG9743/glob1/Cyp6a23/fa2h/Cyp12b2/Cyp6a13/Cyp4ad1/Cyp9c1	20
Gpdh.upregulated	Gpdh	upregulated	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	20/274	166/12054	1.09325566361115e-09	1.11794649852465e-07	9.91586713100383e-08	CG10814/Cyp6a8/Cyp6a14/Cyp6w1/Cyp4p1/Cyp9b1/Cyp6d4/Cyp9b2/shd/CG31371/PH4alphaMP/Cyp12a5/Cyp28a5/Cyp6d5/CG9743/Cyp6a23/Cyp12b2/Cyp6a13/Cyp4ad1/Cyp9c1	20
Gpdh.upregulated	Gpdh	upregulated	GO:0020037	heme binding	18/274	134/12054	1.29684540604245e-09	1.11794649852465e-07	9.91586713100383e-08	Cyp6a8/Cyp6a14/Cyp6w1/Cyp4p1/Cyp9b1/Cyp6d4/Cyp9b2/shd/Cyp12a5/Cyp28a5/Cyp6d5/glob1/Cyp6a23/fa2h/Cyp12b2/Cyp6a13/Cyp4ad1/Cyp9c1	18
Gpdh.upregulated	Gpdh	upregulated	GO:0046906	tetrapyrrole binding	18/274	135/12054	1.46615934232741e-09	1.11794649852465e-07	9.91586713100383e-08	Cyp6a8/Cyp6a14/Cyp6w1/Cyp4p1/Cyp9b1/Cyp6d4/Cyp9b2/shd/Cyp12a5/Cyp28a5/Cyp6d5/glob1/Cyp6a23/fa2h/Cyp12b2/Cyp6a13/Cyp4ad1/Cyp9c1	18
Gpdh.upregulated	Gpdh	upregulated	GO:0004175	endopeptidase activity	29/274	403/12054	3.84450311930466e-08	2.34514690277584e-06	2.08007852981326e-06	CG4793/Bace/CG33128/CG5246/Pgcl/Damm/thetaTry/CG32271/CG11912/CG11911/CG10472/CG15485/CG9505/CG32374/lambdaTry/CG16998/CG7142/epsilonTry/betaTry/CG10232/Jon99Fii/CG4914/Jon66Cii/Sp212/l(2)k05911/Jon74E/CG15255/CG6337/CG7631	29
Gpdh.upregulated	Gpdh	upregulated	GO:0008194	UDP-glycosyltransferase activity	13/274	101/12054	4.45880630348836e-07	2.26655987093992e-05	2.01037407016931e-05	CG5724/CG5999/CG15661/Ugt86Dg/CG17323/Ugt86Da/Ugt86Dd/CG10168/Ugt86Di/CG16732/Dot/CG18869/Ugt36Ba	13
Gpdh.upregulated	Gpdh	upregulated	GO:0004252	serine-type endopeptidase activity	20/274	243/12054	6.84686515681551e-07	2.9832769611839e-05	2.64608172225802e-05	CG4793/CG5246/thetaTry/CG32271/CG11912/CG11911/CG10472/CG32374/lambdaTry/CG16998/CG7142/epsilonTry/betaTry/CG10232/Jon99Fii/CG4914/Jon66Cii/Sp212/l(2)k05911/Jon74E	20
Gpdh.upregulated	Gpdh	upregulated	GO:0032450	maltose alpha-glucosidase activity	5/274	10/12054	1.34331904155651e-06	5.12140384593421e-05	4.54253939052664e-05	Mal-A7/Mal-A1/Mal-A2/Mal-A8/Mal-A6	5
Gpdh.upregulated	Gpdh	upregulated	GO:0008236	serine-type peptidase activity	20/274	266/12054	2.8065949054294e-06	9.0663777567651e-05	8.04161892489605e-05	CG4793/CG5246/thetaTry/CG32271/CG11912/CG11911/CG10472/CG32374/lambdaTry/CG16998/CG7142/epsilonTry/betaTry/CG10232/Jon99Fii/CG4914/Jon66Cii/Sp212/l(2)k05911/Jon74E	20
Gpdh.upregulated	Gpdh	upregulated	GO:0017171	serine hydrolase activity	20/274	267/12054	2.97258287107053e-06	9.0663777567651e-05	8.04161892489605e-05	CG4793/CG5246/thetaTry/CG32271/CG11912/CG11911/CG10472/CG32374/lambdaTry/CG16998/CG7142/epsilonTry/betaTry/CG10232/Jon99Fii/CG4914/Jon66Cii/Sp212/l(2)k05911/Jon74E	20
Gpdh.upregulated	Gpdh	upregulated	GO:0090599	alpha-glucosidase activity	5/274	12/12054	4.06663275634046e-06	0.000112756635516713	0.00010001192520378	Mal-A7/Mal-A1/Mal-A2/Mal-A8/Mal-A6	5
Gpdh.upregulated	Gpdh	upregulated	GO:0015926	glucosidase activity	5/274	15/12054	1.45777926661437e-05	0.000370518896931152	0.000328639711859555	Mal-A7/Mal-A1/Mal-A2/Mal-A8/Mal-A6	5
Gpdh.upregulated	Gpdh	upregulated	GO:0008061	chitin binding	12/274	119/12054	1.63334769977809e-05	0.000383208498794091	0.000339895027403214	Muc68E/CG7248/CG6996/CG4835/Muc18B/CG14247/CG42494/CG7290/Mur89F/Mur18B/CG34220/Mur2B	12
Gpdh.upregulated	Gpdh	upregulated	GO:0016758	transferase activity, transferring hexosyl groups	13/274	149/12054	3.45915948300848e-05	0.000753602601655419	0.000668424050476075	CG5724/CG5999/CG15661/Ugt86Dg/CG17323/Ugt86Da/Ugt86Dd/CG10168/Ugt86Di/CG16732/Dot/CG18869/Ugt36Ba	13
Gpdh.upregulated	Gpdh	upregulated	GO:0005201	extracellular matrix structural constituent	6/274	30/12054	4.89884832467197e-05	0.000996099159349967	0.000883511592589962	Muc68E/Muc55B/Muc18B/Mur89F/Mur18B/Mur2B	6
Gpdh.upregulated	Gpdh	upregulated	GO:0048037	cofactor binding	22/274	384/12054	6.55991948363373e-05	0.00125048465156768	0.00110914428111439	Cyp6a8/Cyp6a14/Cyp6w1/Cyp4p1/Cyp9b1/FASN1/Cyp6d4/Cyp9b2/CG8745/shd/PH4alphaMP/Cyp12a5/Cyp28a5/Cyp6d5/glob1/Cyp6a23/fa2h/Cyp12b2/Cyp6a13/Cyp4ad1/Alas/Cyp9c1	22
Gpdh.upregulated	Gpdh	upregulated	GO:0016757	transferase activity, transferring glycosyl groups	13/274	173/12054	0.000160385934321767	0.002877512351067	0.00255227152450119	CG5724/CG5999/CG15661/Ugt86Dg/CG17323/Ugt86Da/Ugt86Dd/CG10168/Ugt86Di/CG16732/Dot/CG18869/Ugt36Ba	13
Gpdh.upregulated	Gpdh	upregulated	GO:0004364	glutathione transferase activity	6/274	39/12054	0.000226751389330099	0.00384217631920445	0.00340790099753423	GstD5/GstD2/GstE9/GstE8/GstE3/GstD9	6
Gpdh.upregulated	Gpdh	upregulated	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	13/274	208/12054	0.000942015672908196	0.0151218305387895	0.0134126331267261	CG14205/CG33337/CG10182/CG5892/fu12/CG3106/CG1946/FASN1/CG13325/PIG-Wb/CG1894/oys/Alas	13
Gpdh.upregulated	Gpdh	upregulated	GO:0015020	glucuronosyltransferase activity	4/274	21/12054	0.0011519322351838	0.0175669665865529	0.0155813991811703	Ugt86Dg/Ugt86Dd/Ugt86Di/Ugt36Ba	4
Gpdh.upregulated	Gpdh	upregulated	GO:0004497	monooxygenase activity	5/274	37/12054	0.00140581464925346	0.0204177841915383	0.0181099932259719	Cyp6a8/Cyp9b1/Cyp9b2/shd/Cyp28a5	5
Gpdh.upregulated	Gpdh	upregulated	GO:0016746	transferase activity, transferring acyl groups	13/274	226/12054	0.00199205764350688	0.0276171627849817	0.0244956370517353	CG14205/CG33337/CG10182/CG5892/fu12/CG3106/CG1946/FASN1/CG13325/PIG-Wb/CG1894/oys/Alas	13
Gpdh.upregulated	Gpdh	upregulated	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	6/274	61/12054	0.00254405396678491	0.0337363678204085	0.0299231976871268	GstD5/GstD2/GstE9/GstE8/GstE3/GstD9	6
Gpdh.upregulated	Gpdh	upregulated	GO:0004529	exodeoxyribonuclease activity	4/274	28/12054	0.00347856911078301	0.0428396532675506	0.0379975526825212	CG14120/CG33346/mre11/CG6839	4
Gpdh.upregulated	Gpdh	upregulated	GO:0004035	alkaline phosphatase activity	3/274	14/12054	0.00351144698914349	0.0428396532675506	0.0379975526825212	phu/CG5150/Alp4	3
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	GO:0004252	serine-type endopeptidase activity	28/235	243/12054	2.75304047153007e-14	7.24049644012409e-12	6.75219399859481e-12	CG4386/CG4613/CG33465/CG3355/CG8586/CG17477/SPE/CG8170/Np/CG8172/CG10764/CG43125/Sb/teq/CG8213/CG33459/CG31269/CG34437/CG30288/CG18735/CG32376/CG33461/CG43742/Jon44E/CG33226/CG34436/CG11313/CG12951	28
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	GO:0004175	endopeptidase activity	35/235	403/12054	7.64424906574123e-14	1.00521875214497e-11	9.37426332798793e-12	CG4386/CG4613/CG33465/CG3355/CG15253/CG8586/CG17477/SPE/CG8170/Np/CG6347/CG8172/CG10764/CG43125/Sb/teq/CG14527/CG8213/CG6696/CG33459/CG31269/CG34437/CG30288/CG18735/CG5367/CG32376/CG33461/CG15254/CG43742/Jon44E/CG6974/CG33226/CG34436/CG11313/CG12951	35
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	GO:0008236	serine-type peptidase activity	28/235	266/12054	2.70972844076146e-13	1.95684333600047e-11	1.82487291290018e-11	CG4386/CG4613/CG33465/CG3355/CG8586/CG17477/SPE/CG8170/Np/CG8172/CG10764/CG43125/Sb/teq/CG8213/CG33459/CG31269/CG34437/CG30288/CG18735/CG32376/CG33461/CG43742/Jon44E/CG33226/CG34436/CG11313/CG12951	28
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	GO:0017171	serine hydrolase activity	28/235	267/12054	2.97618758327068e-13	1.95684333600047e-11	1.82487291290018e-11	CG4386/CG4613/CG33465/CG3355/CG8586/CG17477/SPE/CG8170/Np/CG8172/CG10764/CG43125/Sb/teq/CG8213/CG33459/CG31269/CG34437/CG30288/CG18735/CG32376/CG33461/CG43742/Jon44E/CG33226/CG34436/CG11313/CG12951	28
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	GO:0004181	metallocarboxypeptidase activity	5/235	23/12054	6.81544218265197e-05	0.00358492258807493	0.00334315374433244	CG3097/CG3108/CG8539/CG42264/CG18417	5
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	GO:0004180	carboxypeptidase activity	5/235	29/12054	0.000218646091109989	0.00958398699365454	0.00893763846116273	CG3097/CG3108/CG8539/CG42264/CG18417	5
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	GO:0052689	carboxylic ester hydrolase activity	8/235	89/12054	0.000336258400162332	0.0126337084632419	0.0117816852989208	CG13282/alpha-Est5/CG6847/Est-6/CG1986/CG14507/dob/alpha-Est7	8
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	GO:0008237	metallopeptidase activity	10/235	144/12054	0.000513739987960641	0.0168892021042061	0.0157501864730039	CG15253/CG3097/CG14527/CG3108/CG8539/CG6696/CG42264/CG15254/CG18417/CG6974	10
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0005506	iron ion binding	32/496	154/12054	1.91570261148937e-14	6.51338887906386e-12	5.26314085893396e-12	Cyp4e3/Cyp313a3/Cyp309a2/Cyp6w1/Cyp6a8/Cyp6g1/Cyp12a5/Cyp309a1/Cyp4p1/Cyp6d5/Cyp9b2/Cyp9b1/Cyp9f2/CG11162/Cyp4d8/Cyp6a13/Cyp12b2/Cyp4ae1/Cyp6a21/Cyp6a9/shd/glob1/Cyp4ac3/AOX1/Cyp311a1/Cyp6a17/fa2h/Desat1/Cyp4p2/Cyp4d2/CG9743/Cyp304a1	32
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0020037	heme binding	28/496	134/12054	7.38661546143628e-13	1.01641997513835e-10	8.21317688888884e-11	Cyp4e3/Cyp313a3/Cyp309a2/Cyp6w1/Cyp6a8/Cyp6g1/Cyp12a5/Cyp309a1/Cyp4p1/Cyp6d5/Cyp9b2/Cyp9b1/Cyp9f2/Cyp4d8/Cyp6a13/Cyp12b2/Cyp4ae1/Cyp6a21/Cyp6a9/shd/glob1/Cyp4ac3/Cyp311a1/Cyp6a17/fa2h/Cyp4p2/Cyp4d2/Cyp304a1	28
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0046906	tetrapyrrole binding	28/496	135/12054	8.96841154533839e-13	1.01641997513835e-10	8.21317688888884e-11	Cyp4e3/Cyp313a3/Cyp309a2/Cyp6w1/Cyp6a8/Cyp6g1/Cyp12a5/Cyp309a1/Cyp4p1/Cyp6d5/Cyp9b2/Cyp9b1/Cyp9f2/Cyp4d8/Cyp6a13/Cyp12b2/Cyp4ae1/Cyp6a21/Cyp6a9/shd/glob1/Cyp4ac3/Cyp311a1/Cyp6a17/fa2h/Cyp4p2/Cyp4d2/Cyp304a1	28
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	30/496	166/12054	5.77661709824803e-12	4.91012453351082e-10	3.96762384905983e-10	CG10814/Cyp4e3/Cyp313a3/Cyp309a2/Cyp6w1/Cyp6a8/Cyp6g1/Cyp12a5/Cyp309a1/Cyp4p1/Cyp6d5/Cyp9b2/Cyp9b1/Cyp9f2/CG11162/Cyp4d8/Cyp6a13/Cyp12b2/Cyp4ae1/Cyp6a21/Cyp6a9/shd/Cyp4ac3/Cyp311a1/Cyp6a17/Desat1/Cyp4p2/Cyp4d2/CG9743/Cyp304a1	30
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0008061	chitin binding	25/496	119/12054	1.13183927439703e-11	7.69650706589978e-10	6.21915896037103e-10	Muc68E/CG7248/CG6996/CG42397/CG14245/CG14247/CG13075/CG5883/CG42728/CG32302/Muc18B/CG42494/Cht9/CG4835/CG13312/CG7298/Mur18B/CG14957/CG42729/CG13837/CG34426/Cht4/CG42525/CG6403/Muc11A	25
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0008236	serine-type peptidase activity	37/496	266/12054	6.41339410347362e-11	3.48027691047555e-09	2.8122361412821e-09	CG3650/CG1304/CG4793/alphaTry/Jon74E/CG5246/CG11912/CG11911/betaTry/CG9676/CG17571/Ser6/thetaTry/Phae2/epsilonTry/lambdaTry/Try29F/CG6067/CG31200/CG9733/CG10472/Jon66Cii/CG7142/Jon66Ci/Phae1/CG18563/Jon65Aiii/CG6041/yip7/CG33127/Jon65Aii/CG4927/CG3344/Sp212/CG11034/Jon99Fii/CG31823	37
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0017171	serine hydrolase activity	37/496	267/12054	7.16527599215555e-11	3.48027691047555e-09	2.8122361412821e-09	CG3650/CG1304/CG4793/alphaTry/Jon74E/CG5246/CG11912/CG11911/betaTry/CG9676/CG17571/Ser6/thetaTry/Phae2/epsilonTry/lambdaTry/Try29F/CG6067/CG31200/CG9733/CG10472/Jon66Cii/CG7142/Jon66Ci/Phae1/CG18563/Jon65Aiii/CG6041/yip7/CG33127/Jon65Aii/CG4927/CG3344/Sp212/CG11034/Jon99Fii/CG31823	37
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0032450	maltose alpha-glucosidase activity	8/496	10/12054	3.25488497403155e-10	1.26226224538656e-08	1.01997042119471e-08	Mal-A7/Mal-A1/Mal-A6/Mal-A8/Mal-A2/Mal-A4/Mal-A3/Mal-B2	8
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0004252	serine-type endopeptidase activity	34/496	243/12054	3.34128241425854e-10	1.26226224538656e-08	1.01997042119471e-08	CG3650/CG1304/CG4793/alphaTry/Jon74E/CG5246/CG11912/CG11911/betaTry/CG9676/CG17571/Ser6/thetaTry/Phae2/epsilonTry/lambdaTry/Try29F/CG6067/CG31200/CG9733/CG10472/Jon66Cii/CG7142/Jon66Ci/Phae1/CG18563/Jon65Aiii/CG6041/yip7/CG33127/Jon65Aii/CG4927/Sp212/Jon99Fii	34
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0090599	alpha-glucosidase activity	8/496	12/12054	3.32740238718504e-09	1.13131681164291e-07	9.14160024268732e-08	Mal-A7/Mal-A1/Mal-A6/Mal-A8/Mal-A2/Mal-A4/Mal-A3/Mal-B2	8
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0004175	endopeptidase activity	43/496	403/12054	8.72373589204312e-09	2.6964274575406e-07	2.17884695485479e-07	CG3650/Bace/CG17283/CG1304/CG4793/CG31926/alphaTry/Jon74E/CG5246/Damm/Pgcl/CG11912/CG11911/betaTry/CG9676/CG17571/Ser6/thetaTry/Phae2/epsilonTry/lambdaTry/Try29F/CG6067/CG31200/CG33128/CG9733/CG7631/CG15255/CG10472/Jon66Cii/CG7142/Jon66Ci/Phae1/CG18563/Jon65Aiii/CG6041/yip7/CG33127/Jon65Aii/CG4927/Sp212/Jon99Fii/Dcp-1	43
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0015926	glucosidase activity	8/496	15/12054	3.87581583581123e-08	1.09814782014652e-06	8.87357836093625e-07	Mal-A7/Mal-A1/Mal-A6/Mal-A8/Mal-A2/Mal-A4/Mal-A3/Mal-B2	8
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0004035	alkaline phosphatase activity	7/496	14/12054	5.11122002807176e-07	1.33678062272646e-05	1.08018496139816e-05	phu/CG5150/CG10592/CG16771/CG10827/Alp4/CG1809	7
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0008194	UDP-glycosyltransferase activity	17/496	101/12054	6.87387265550998e-07	1.66936907348099e-05	1.34893290457752e-05	CG5724/CG11149/Ugt86Dd/CG5999/CG16732/CG17323/CG15661/CG10168/Ugt86Dj/CG10170/Ugt86Di/Ugt86Dg/Ugt86Dh/CG4302/Ugt86Da/Ugt35a/Ugt86Dc	17
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	15/496	88/12054	2.63915886088915e-06	5.98209341801541e-05	4.8338278083654e-05	Mal-A7/Mal-A1/Gal/Mal-A6/Mal-A8/Mal-A2/Mal-A4/Cht9/CG16965/Gba1a/LManI/Cht4/Mal-A3/LManII/Mal-B2	15
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0016298	lipase activity	13/496	71/12054	5.40070397604223e-06	0.000114764959490897	9.27357722201989e-05	CG5162/CG15534/CG6296/mag/CG6271/Lip3/CG7365/CG5966/CG2772/CG10116/CG15533/CG11029/CG3635	13
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0004930	G protein-coupled receptor activity	17/496	118/12054	6.28919845533001e-06	0.0001257839691066	0.00010163967782298	Rh7/Dh31-R/CG13575/CNMaR/CG30340/CG7497/mthl8/CCKLR-17D1/CG11318/5-HT2A/SPR/PK2-R2/mthl15/mthl14/MsR2/AstC-R2/TkR99D	17
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	GO:0001653	peptide receptor activity	11/496	52/12054	6.69132065763744e-06	0.000126024045346943	0.000101833671317499	Dh31-R/CG13575/CNMaR/CG30340/CCKLR-17D1/SPR/PK2-R2/MsR2/CG31183/AstC-R2/TkR99D	11
