Cluster	sample	Change	ID	Description	GeneRatio	BgRatio	pvalue	FDR	qvalue	geneID	Count
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-8957322	Metabolism of steroids	12/149	76/4000	1.81431132924974e-05	0.000436978190515537	0.000386443297734828	Cyp4e3/Cyp4p1/CG9265/Cyp4d8/Cyp4ae1/Cyp4ac3/Cyp311a1/Mdr49/CG5009/Cyp4p2/CG12766/Cyp4d2	12
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-8935690	Digestion	8/149	33/4000	1.93221648867414e-05	0.000436978190515537	0.000386443297734828	phu/Alp9/Alp10/Alp12/Cht4/Alp5/Alp4/Alp6	8
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-425407	SLC-mediated transmembrane transport	19/149	178/4000	2.44788658592764e-05	0.000514056183044805	0.000454607508815134	Mal-A6/CG17167/CG1208/CG6484/CG42269/CG33181/CG14606/CG9903/CG13794/CG8785/CG1139/CG4797/CG3690/CG31272/CG8034/CG8389/CG1698/NKCC/CG15221	19
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-196849	Metabolism of water-soluble vitamins and cofactors	12/149	88/4000	8.15909659639363e-05	0.00158824830526259	0.0014045733311846	CG15553/CG32751/vanin-like/Amnionless/CG11912/CG32750/CG30345/Mthfs/CG31321/CG3690/CG31272/CG15221	12
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-211945	Phase I - Functionalization of compounds	9/149	51/4000	8.64352819190524e-05	0.00158824830526259	0.0014045733311846	Cyp4e3/Cyp4p1/Cyp4d8/Cyp4ae1/Cyp4ac3/Cyp311a1/Cyp4p2/AcCoAS/Cyp4d2	9
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-418594	G alpha (i) signalling events	13/149	116/4000	0.000314200254091372	0.00543381615899196	0.00480541565080922	CG1946/CG7365/CG9265/CG2070/CG30340/CG7497/Galphaf/PK2-R2/Gyc32E/CG11029/AstC-R2/CG12766/Cyp4d2	13
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-428157	Sphingolipid metabolism	8/149	50/4000	0.000436184309623207	0.00712434372384572	0.00630044002789078	Gal/CG11426/Ugt304A1/Ugt302K1/fa2h/bwa/Ugt302C1/Ugt302E1	8
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-6811438	Intra-Golgi traffic	7/149	39/4000	0.000487468486814061	0.00754293342754389	0.00667062139850821	phu/Alp9/Alp10/Alp12/Alp5/Alp4/Alp6	7
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-425366	Transport of bile salts and organic acids, metal ions and amine compounds	10/149	86/4000	0.00118149899162246	0.0169397625203755	0.014980742364958	CG42269/CG33181/CG9903/CG13794/CG3690/CG31272/CG8034/CG8389/CG1698/CG15221	10
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-2187338	Visual phototransduction	8/149	58/4000	0.00120998303716968	0.0169397625203755	0.014980742364958	CG1946/CG7365/CG9265/CG2070/Gyc32E/CG11029/CG12766/Cyp4d2	8
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-975634	Retinoid metabolism and transport	4/149	15/4000	0.00183101819568605	0.02446906134235	0.021639305949017	CG7365/CG2070/CG11029/CG12766	4
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-211859	Biological oxidations	10/149	92/4000	0.001986939104759	0.0253982650782237	0.0224610507494495	Cyp4e3/Cyp4p1/Cyp4d8/Gclc/Cyp4ae1/Cyp4ac3/Cyp311a1/Cyp4p2/AcCoAS/Cyp4d2	10
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-1660662	Glycosphingolipid metabolism	5/149	26/4000	0.00234009068612991	0.0278868794027105	0.0246618661384515	Gal/Ugt304A1/Ugt302K1/Ugt302C1/Ugt302E1	5
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-2132295	MHC class II antigen presentation	4/149	16/4000	0.00237133328254341	0.0278868794027105	0.0246618661384515	Bace/CG31926/Pgcl/GILT2	4
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-196757	Metabolism of folate and pterines	4/149	17/4000	0.0030121332882417	0.0327987846941874	0.029005727960846	CG15553/CG30345/Mthfs/CG31321	4
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-6806667	Metabolism of fat-soluble vitamins	4/149	17/4000	0.0030121332882417	0.0327987846941874	0.029005727960846	CG7365/CG2070/CG11029/CG12766	4
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	R-DME-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	4/149	19/4000	0.00462890207933504	0.0486034718330179	0.0429826621652539	CG18744/CG18745/p38c/CG18748	4
Ldh.upregulated	Ldh	upregulated	R-DME-1483166	Synthesis of PA	7/32	55/4000	1.62125752518135e-07	1.13488026762694e-05	8.87425171678211e-06	Alp7/CG6296/Alp6/Alp5/Alp10/CG17191/CG10116	7
Ldh.upregulated	Ldh	upregulated	R-DME-1483206	Glycerophospholipid biosynthesis	8/32	102/4000	8.60417486273342e-07	3.0114612019567e-05	2.35482680453757e-05	Alp7/CG6296/Alp6/Alp5/Alp10/CG17191/Dgat2/CG10116	8
Ldh.upregulated	Ldh	upregulated	R-DME-1483257	Phospholipid metabolism	8/32	130/4000	5.47093078567265e-06	0.00011312409669855	8.84579402755578e-05	Alp7/CG6296/Alp6/Alp5/Alp10/CG17191/Dgat2/CG10116	8
Ldh.upregulated	Ldh	upregulated	R-DME-425407	SLC-mediated transmembrane transport	9/32	178/4000	6.46423409705999e-06	0.00011312409669855	8.84579402755578e-05	CG1208/Tret1-2/CG6484/CG17167/CG31106/CG17751/CG8785/CG33282/CG2930	9
Ldh.upregulated	Ldh	upregulated	R-DME-8963743	Digestion and absorption	5/32	39/4000	1.12395289641994e-05	0.000157353405498792	0.000123043264450183	Alp7/Npc1b/Alp6/Alp5/Alp10	5
Ldh.upregulated	Ldh	upregulated	R-DME-189200	Cellular hexose transport	4/32	22/4000	2.2321521418945e-05	0.000260417749887692	0.000203634932243007	CG1208/Tret1-2/CG6484/CG33282	4
Ldh.upregulated	Ldh	upregulated	R-DME-8935690	Digestion	4/32	33/4000	0.000117384308507761	0.00104377908239272	0.000816188154652953	Alp7/Alp6/Alp5/Alp10	4
Ldh.upregulated	Ldh	upregulated	R-DME-556833	Metabolism of lipids	11/32	387/4000	0.000119289037987739	0.00104377908239272	0.000816188154652953	Alp7/CG6296/Alp6/Alp5/CG9459/Alp10/Gal/CG17751/CG17191/Dgat2/CG10116	11
Ldh.upregulated	Ldh	upregulated	R-DME-6811438	Intra-Golgi traffic	4/32	39/4000	0.000228130388719238	0.00177434746781629	0.00138745967408191	Alp7/Alp6/Alp5/Alp10	4
Ldh.upregulated	Ldh	upregulated	R-DME-382551	Transport of small molecules	10/32	375/4000	0.000454563294936027	0.00318194306455219	0.00248813593017615	CG1208/Tret1-2/CG6484/CG17167/CG31106/CG17751/CG10505/CG8785/CG33282/CG2930	10
Ldh.upregulated	Ldh	upregulated	R-DME-1482801	Acyl chain remodelling of PS	3/32	33/4000	0.00215645090411248	0.0137228693898067	0.0107306647860143	CG6296/CG17191/CG10116	3
