Cluster	sample	Change	ID	Description	GeneRatio	BgRatio	pvalue	FDR	qvalue	geneID	Count
Gpdh.upregulated	Gpdh	upregulated	dme00480	Glutathione metabolism	8/85	81/3579	0.00056939539156924	0.00398576774098468	0.0028469769578462	Q9VG95/Q9VG98/Q7K8X7/Q95SR0/A1ZB73/A1ZB68/Q9VGA0/Q9VAP0	8
Gpdh.upregulated	Gpdh	upregulated	dme04142	Lysosome	9/85	122/3579	0.00213964616646597	0.0133133539246772	0.00950953851762655	Q9VLK3/Q9VQ12/A1ZBI7/Q9VRC9/Q5BIL9/Q9VE77/Q9VH31/A0A0B4KH68/Q8SZ72	9
Gpdh.upregulated	Gpdh	upregulated	dme04080	Neuroactive ligand-receptor interaction	6/85	63/3579	0.0034556714249784	0.019351759979879	0.0138226856999136	A8E6I8/P42278/Q7JPN9/P35005/A0A0B4LF52/P35004	6
Gpdh.upregulated	Gpdh	upregulated	dme00061	Fatty acid biosynthesis	3/85	15/3579	0.00478566473559486	0.0243633841084829	0.0174024172203449	B7Z001/B5RIV0/Q9V3S9	3
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	dme00983	Drug metabolism - other enzymes	7/48	100/3579	0.000309676134455858	0.0125266457898236	0.0094540722942065	Q8IND5/C9QP21/P08171/Q7K7B0/Q9VDA5/A1ZB70/Q9VGT0	7
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	dme00040	Pentose and glucuronate interconversions	5/48	50/3579	0.000472703614710325	0.0125266457898236	0.0094540722942065	O97479/Q7K7B0/Q9VDA5/M9PG29/Q9VGT0	5
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	dme00980	Metabolism of xenobiotics by cytochrome P450	5/48	70/3579	0.00220917155887179	0.0390286975400682	0.0294556207849571	Q7K7B0/Q9VDA5/A1ZB70/M9PG29/Q9VGT0	5
Gpdh_Ldh.downregulated	Gpdh_Ldh	downregulated	dme00730	Thiamine metabolism	3/48	23/3579	0.00332171025023556	0.0440126608156212	0.0332171025023556	M9PD70/Q9W273/Q9W275	3
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00982	Drug metabolism - cytochrome P450	19/134	69/3579	2.07910177871993e-12	1.00933331106767e-10	7.71372249265844e-11	Q9VG30/Q9VGT8/Q9VG29/Q9VG95/Q9VG94/Q9VJ46/Q9W2J3/X2JF29/Q7KK90/Q9VGS8/Q9VGT5/Q9VGT2/Q9VG92/A1ZB73/Q9VG96/Q9VGS7/Q9W2J4/Q9VG98/Q9VGS9	19
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00980	Metabolism of xenobiotics by cytochrome P450	19/134	70/3579	2.76529674265114e-12	1.00933331106767e-10	7.71372249265844e-11	Q9VG30/Q9VGT8/Q9VG29/Q9VG95/Q9VG94/Q9VJ46/Q9W2J3/X2JF29/Q7KK90/Q9VGS8/Q9VGT5/Q9VGT2/Q9VG92/A1ZB73/Q9VG96/Q9VGS7/Q9W2J4/Q9VG98/Q9VGS9	19
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00983	Drug metabolism - other enzymes	22/134	100/3579	4.68004018986346e-12	1.13880977953344e-10	8.70323263378118e-11	Q9VG30/Q9VGT8/Q9VG29/Q9VG95/Q9VG94/Q9VJ46/Q9W2J3/X2JF29/Q7KK90/Q9VGS8/Q9VGT5/Q9VGT2/Q9VG92/A1ZB73/Q9VG96/Q9VGS7/Q9W2J4/Q9VF53/Q9VLA4/Q9VG98/Q9VGS9/Q9VH94	22
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00830	Retinol metabolism	12/134	34/3579	1.25946689897527e-09	2.29852709062987e-08	1.75662488541288e-08	Q9VG30/Q9VGT8/Q9VG29/Q9VJ46/Q9W2J3/Q9VIG6/Q9VGS8/Q9VGT5/Q9VGT2/Q9VGS7/Q9W2J4/Q9VGS9	12
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00053	Ascorbate and aldarate metabolism	11/134	33/3579	1.28898066699089e-08	1.88191177380669e-07	1.43823106001088e-07	Q9VG30/Q9VGT8/Q9VG29/Q9VJ46/Q9W2J3/Q9VGS8/Q9VGT5/Q9VGT2/Q9VGS7/Q9W2J4/Q9VGS9	11
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00040	Pentose and glucuronate interconversions	12/134	50/3579	1.66756309019176e-07	2.02886842639998e-06	1.55054111895023e-06	Q9VG30/Q9VGT8/Q9VG29/Q9VJ46/Q9W2J3/Q9VGS8/Q9VGT5/Q9VGT2/Q9VGS7/Q9W2J4/Q9VGS9/Q9VZK8	12
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme04080	Neuroactive ligand-receptor interaction	13/134	63/3579	3.3509265328951e-07	3.49453767001917e-06	2.67066325178106e-06	P04814/A0A0B4LF52/P35004/A8E6I8/P42278/P35005/Q7JPN9/A0A0B4KEN5/Q9VLF5/A8JUP8/A8JQT4/Q9VFW6/P30975	13
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00860	Porphyrin and chlorophyll metabolism	11/134	47/3579	7.39868521724815e-07	6.75130026073893e-06	5.15960942781779e-06	Q9VG30/Q9VGT8/Q9VG29/Q9VJ46/Q9W2J3/Q9VGS8/Q9VGT5/Q9VGT2/Q9VGS7/Q9W2J4/Q9VGS9	11
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00730	Thiamine metabolism	7/134	23/3579	1.30937307112425e-05	0.000102029540406142	7.79749912260347e-05	Q9VHD0/Q9VRM9/Q9VRM8/Q9VIW9/Q9VDG4/Q24238/Q7K3X8	7
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00052	Galactose metabolism	9/134	41/3579	1.39766493707043e-05	0.000102029540406142	7.79749912260347e-05	A1Z7F2/P07190/M9PCA6/A1Z7F3/P07191/A1Z7E8/P07192/Q9VZK8/Q8IPA2	9
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme04142	Lysosome	14/134	122/3579	0.000144479228429299	0.000958816697758078	0.00073276546476104	Q9VLK3/Q9VEK5/Q9VQ13/M9PCA6/Q9VRC9/O46108/A0A0B4KH68/Q9VCJ4/Q9VQ12/Q9VH31/Q9VKV2/Q9VLH1/Q9VKV1/Q9VH33	14
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00480	Glutathione metabolism	11/134	81/3579	0.000172912373298236	0.000997683307031725	0.000762468857572912	Q9VG95/Q9VG94/X2JF29/Q7KK90/Q95SR0/Q9VG92/A4V448/Q9W3K5/A1ZB73/Q9VG96/Q9VG98	11
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00790	Folate biosynthesis	8/134	44/3579	0.000177669630019348	0.000997683307031725	0.000762468857572912	Q9VHD0/Q9VRM9/Q9VRM8/Q9VIW9/Q9VDG4/Q24238/Q7K3X8/Q9VZK8	8
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00500	Starch and sucrose metabolism	7/134	39/3579	0.000497260835970719	0.00259286007327589	0.00198156573732693	A1Z7F2/P07190/A1Z7F3/P07191/A1Z7E8/P07192/Q8IPA2	7
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme01040	Biosynthesis of unsaturated fatty acids	5/134	27/3579	0.00283494429599793	0.0137967289071899	0.0105440033465186	Q5JZZ4/Q7K4Y0/B5RIN5/Q7KML2/Q9VA92	5
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00981	Insect hormone biosynthesis	5/134	30/3579	0.00457323465481337	0.020865383112586	0.0159461471516519	Q5LJT3/Q9VYT0/Q9VDC0/M9PI59/Q9VUF8	5
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme04140	Autophagy - animal	10/134	114/3579	0.00951792913248755	0.0387701453897339	0.0296296713144326	Q9VLK3/Q9VEK5/E7BBS2/Q9VT52/Q9VQ13/Q8IPU7/Q9VZC7/Q9VQ12/P09208/X2JJA8	10
Gpdh_Ldh.upregulated	Gpdh_Ldh	upregulated	dme00511	Other glycan degradation	4/134	23/3579	0.00955976187692069	0.0387701453897339	0.0296296713144326	M9PCA6/Q9VCJ4/Q9VKV2/Q9VKV1	4
Ldh.downregulated	Ldh	downregulated	dme00640	Propanoate metabolism	2/3	33/3579	0.000245961231338602	0.00113766029047814	NA	B5RJQ0/Q95028	2
Ldh.downregulated	Ldh	downregulated	dme00270	Cysteine and methionine metabolism	2/3	44/3579	0.000439771834648163	0.00113766029047814	NA	B5RJQ0/Q95028	2
Ldh.downregulated	Ldh	downregulated	dme00620	Pyruvate metabolism	2/3	50/3579	0.000568830145239072	0.00113766029047814	NA	B5RJQ0/Q95028	2
Ldh.downregulated	Ldh	downregulated	dme00010	Glycolysis / Gluconeogenesis	2/3	61/3579	0.000848004730357234	0.00127200709553585	NA	B5RJQ0/Q95028	2
Ldh.downregulated	Ldh	downregulated	dme00900	Terpenoid backbone biosynthesis	1/3	28/3579	0.0232935630432565	0.024943404735821	NA	Q5LJT3	1
Ldh.downregulated	Ldh	downregulated	dme00981	Insect hormone biosynthesis	1/3	30/3579	0.024943404735821	0.024943404735821	NA	Q5LJT3	1
Ldh.upregulated	Ldh	upregulated	dme00511	Other glycan degradation	6/25	23/3579	5.69018627088047e-09	1.36564470501131e-07	6.58863673470371e-08	Q9VLI1/Q9VLH9/Q9VLI2/Q9VLI0/Q9VCJ4/M9PCA6	6
Ldh.upregulated	Ldh	upregulated	dme04142	Lysosome	7/25	122/3579	1.29882537856407e-05	0.000120055394498731	5.79214622581599e-05	Q9VLI1/Q9VLH9/Q9VLI2/Q9VLI0/Q9VCJ4/Q9VRC9/M9PCA6	7
Ldh.upregulated	Ldh	upregulated	dme00730	Thiamine metabolism	4/25	23/3579	1.50069243123414e-05	0.000120055394498731	5.79214622581599e-05	Q9W275/Q7K3X8/Q9VDG4/Q9VRM8	4
Ldh.upregulated	Ldh	upregulated	dme00790	Folate biosynthesis	4/25	44/3579	0.000208375928375895	0.00125025557025537	0.000603193476877591	Q9W275/Q7K3X8/Q9VDG4/Q9VRM8	4
Ldh.upregulated	Ldh	upregulated	dme04080	Neuroactive ligand-receptor interaction	4/25	63/3579	0.000835959061022293	0.00401260349290701	0.00193590519394636	P52905/Q7JPN9/A1Z8J7/P42279	4
Ldh.upregulated	Ldh	upregulated	dme00052	Galactose metabolism	3/25	41/3579	0.00269477571163707	0.0107791028465483	0.00520044435579084	A1Z7E8/P07192/M9PCA6	3
