gene_id	gene_name	chr	start	end	strand	gene_biotype	logFC	logCPM	F	PValue	FDR	Change	JTEN013_Delta_1	JTEN014_Delta_2	JTEN015_Delta_3	JTEN016_Delta_4	JTEN017_Pre_1	JTEN018_Pre_2	JTEN019_Pre_3	JTEN020_Pre_4
FBgn0035735	Cpr65Ea	3L	7086003	7086608	-	protein_coding	5.54953175203477	5.51141373991018	7.64079126003514	0.0228995579500764	0.123300646039497	unchanged	354.432286916404	1.44622862093495	2.24525224648195	0.964330418492485	2.01403230338934	2.38820372551714	1.44596378694197	1.84131400949544
FBgn0036532	CG13445	3L	15809485	15809977	+	protein_coding	5.41415495261312	4.01302736695414	17.6480057062712	0.00254752509745427	0.04019255627037	upregulated	28.6111350414029	4.96538493187667	86.8604447511548	1.37036427891037	0.888543663260002	1.13723986929387	0.595396853446694	0.306885668249241
FBgn0004781	Ccp84Ac	3R	6695148	6696271	-	protein_coding	5.27062258495274	2.82744743034189	10.272298693462	0.0113894708318406	0.0868412634022233	unchanged	47.07173094531	6.84548213909211	0.924515630904334	0.25377116276118	0.355417465304001	0.113723986929387	0.0425283466747639	0.98203413839757
FBgn0039428	CG14237	3R	26456877	26457242	+	protein_coding	5.16042843582309	3.23724595015449	8.9486916940346	0.0159448325324127	0.103315804738235	unchanged	0.892355089010617	1.83188958651761	65.3764624710922	1.16734734870143	1.066252395912	0.852929901970406	0.0850566933495278	0.0613771336498481
FBgn0034782	CG12490	2R	22834647	22836701	+	protein_coding	5.07850237119412	-0.122277693033834	63.4079872052755	2.99065266090167e-05	0.00572322307365886	upregulated	0.892355089010617	1.10877527605013	1.93708036951384	2.18243199974615	0	0	0.0850566933495278	0.0613771336498481
FBgn0051626	CG31626	2L	21232495	21236733	-	protein_coding	5.05140550456469	6.46844133210313	11.5940319059482	0.00834742083499104	0.074172181348923	unchanged	633.572113197538	28.3942885910229	19.9871474490746	8.47595683622342	2.310213524476	5.74306133993407	2.80687088053442	10.1886041858748
FBgn0052570	TwdlY	X	16734947	16735980	+	protein_coding	5.00075689874613	4.18164194333835	9.92035322605629	0.012422481343964	0.0916302085713948	unchanged	133.072452648708	2.98887248326557	3.52196430820698	1.62413544167155	1.54014234965067	0.966653888899794	1.48849213361674	0.306885668249241
FBgn0002562	Lsp1alpha	X	12490291	12492982	+	protein_coding	4.85019065359791	6.94740621668922	7.54376917984151	0.0235540863890175	0.125081155572511	unchanged	14.9469477409278	5.01359255257451	894.490885176869	5.4814571156415	10.307106493816	9.89398686285671	4.55053309419973	8.65417584462859
FBgn0038642	Muc91C	3R	18687556	18692719	-	protein_coding	4.81020900221449	3.77247400266601	7.62189146693187	0.0230252627625681	0.123735343415693	unchanged	87.0603933715983	17.9332348995934	0.440245538525873	0.152262697656708	0.947779907477335	0.170585980394081	0.255170080048583	2.51646247964377
FBgn0036833	CG3819	3L	18920430	18922108	-	protein_coding	4.80596269235871	5.44616722268443	1901.27863416011	2.15008947552071e-11	2.22190246400311e-07	upregulated	86.2238104756509	83.5438066693425	86.5082483203341	76.5881369213242	3.08028469930134	2.67251369284061	2.72181418718489	3.62125088534104
FBgn0052029	Cpr66D	3L	8640439	8643584	+	protein_coding	4.66391431852833	3.51752140890291	9.19546433143977	0.0149436895855812	0.0996310246305781	unchanged	79.6426916941976	6.50802879420729	1.18866295401986	0.812067720835777	0.770071174825335	0.341171960788162	0.467811813422403	1.96406827679514
FBgn0036612	CG4998	3L	16339003	16345241	+	protein_coding	4.6458108654788	4.38731823652602	12.7777931494878	0.00643681798101525	0.0646921804448686	unchanged	61.0705514041641	20.0061625896002	75.5461344110398	0.761313488283541	1.00701615169467	0.284309967323469	0.382755120072875	4.9715478256377
FBgn0270925	CG4836	3R	20013872	20018248	+	protein_coding	4.30190270817033	2.64442351914543	6.60296577252082	0.0312907516498077	0.147330628938606	unchanged	0.278860965315818	0.53028382767615	43.100038221683	0.558296558074597	0.592362442173335	0.511757941182244	0.76551024014575	0.429639935548937
FBgn0037128	CG14572	3L	21741534	21742441	+	protein_coding	4.222228031942	2.65730930262408	7.48308856162182	0.0239753317099005	0.126066274194976	unchanged	1.17121605432643	1.0605676553523	42.0434489292209	0.507542325522361	1.30319737278134	0.625481928111631	0.297698426723347	0.306885668249241
FBgn0035792	CG7548	3L	7505540	7506217	-	protein_coding	4.20176896890602	2.83041482112761	10.0944798605488	0.0118974771641011	0.0894219992543361	unchanged	46.4582368216152	5.35104589745933	1.0565892924621	0.913576185940249	0.651598686390668	1.19410186275857	0.510340160097167	0.552394202848633
FBgn0032067	LManIV	2L	8769159	8772344	-	protein_coding	4.15767667455842	1.7411549564697	17.5078262897448	0.00260946940685784	0.0407275830058815	upregulated	1.00389947513694	1.59085148302845	16.6853059101306	4.11109283673112	0.414653709521334	0.398033954252856	0.382755120072875	0.122754267299696
FBgn0038873	CG5892	3R	21242618	21245418	+	protein_coding	4.1468456823785	1.83043966177132	33.3571044967213	0.000317696387662341	0.0150228180782307	upregulated	2.06357114333705	2.69962675907858	6.6036830778881	14.2111851146261	0.177708732652	0.568619934646937	0.382755120072875	0.306885668249241
FBgn0025583	IM2	2R	18386602	18387030	+	protein_coding	4.13809307251831	5.3385868426101	5.67915074599265	0.0422437197401339	0.173338804712132	unchanged	1.8404823710844	6.31519831141596	285.01496164165	0.862821953388013	7.22682179451468	2.67251369284061	1.65860552031579	6.13771336498481
FBgn0028938	CG16886	2L	13920707	13923553	-	protein_coding	4.10843866296914	4.51831234586772	6.16589411562174	0.0359625360771017	0.159091116361631	unchanged	163.579842254259	7.90604979444441	1.01256473860951	1.2688558138059	3.49493840882267	1.08037787582918	0.510340160097167	5.21705636023709
FBgn0037229	CG9766	3R	4269221	4277928	-	protein_coding	4.10713692913318	1.33378848511826	267.054520148695	8.95732980084854e-08	0.000185130092323938	upregulated	4.79640860343207	5.158215414668	3.96220984673286	4.06033860417889	0.177708732652	0.227447973858775	0.212641733373819	0.429639935548937
FBgn0050101	CG30101	2R	17408258	17410204	-	protein_coding	4.06885118687517	3.8471286581806	8.06201674302286	0.0203074664320901	0.115731779285616	unchanged	92.414523905662	13.3535109332994	2.02512947721902	0.862821953388013	1.243961128564	1.02351588236449	0.425283466747639	3.92813655359028
FBgn0040253	Ugt86Dg	3R	11164423	11166074	-	protein_coding	3.99990076262803	1.0387931378113	53.1202501962494	5.85630561281017e-05	0.00729145327744341	upregulated	2.17511552946338	2.07292769000677	4.40245538525873	5.6337198132982	0.296181221086667	0.284309967323469	0.0425283466747639	0.306885668249241
FBgn0051091	CG31091	3R	25899903	25902172	+	protein_coding	3.8384680843169	1.318895063098	8.65714701224261	0.0172375469573816	0.107763345588374	unchanged	0.446177544505308	0.674906689769645	14.8362746483219	0.812067720835777	0.236944976869334	0.227447973858775	0.212641733373819	0.552394202848633
FBgn0033999	CG8093	2R	15214060	15215686	-	protein_coding	3.82457588321325	4.06851385142341	9.71996545992642	0.0130627733780541	0.093993620778083	unchanged	2.28665991558971	5.83312210443765	103.985996199811	7.86690604559659	4.02806460677868	1.70585980394081	1.74366221366532	1.35029694029666
FBgn0031249	CG11911	2L	320279	321248	-	protein_coding	3.82060280305908	5.72852008599302	45.6137179167275	0.000103205603764772	0.00862643041233949	upregulated	40.2675233916041	65.2731184248642	135.11135577359	148.709901378052	4.26500958364801	13.8174644119206	4.16777797412686	5.89220483038542
FBgn0029170	TwdlT	3R	27049220	27051004	+	protein_coding	3.71384772980812	3.96959865286292	5.26921247508538	0.0486369667217308	0.186057184535682	unchanged	91.2433078513356	23.4289036591462	1.18866295401986	0.558296558074597	1.066252395912	0.398033954252856	0.170113386699056	7.48801030528147
FBgn0032069	LManVI	2L	8777661	8781252	-	protein_coding	3.69315373462896	7.59713722262936	27.9210085397782	0.000585854156957665	0.0202482169163897	upregulated	104.572861993432	134.74029985044	872.434583696723	292.395133733432	19.725669324372	26.9525849022648	37.7226435005156	27.1900702068827
FBgn0003065	CG2150	3R	31763304	31764772	-	protein_coding	3.68601961425757	3.53506555314955	6.95740416155842	0.0280487637914606	0.138020478661671	unchanged	74.8462830907655	8.62916410491189	1.18866295401986	1.31961004635814	1.30319737278134	1.30782584968796	0.340226773398111	3.86675941994043
FBgn0032066	LManIII	2L	8765273	8768710	-	protein_coding	3.68107042171047	5.07328569656999	19.4110998716551	0.00190413407981163	0.0350870109042418	upregulated	15.002719933991	19.0902177963414	170.815268948039	37.3043609258935	2.90257596664934	4.83326944449897	6.42178034788935	5.21705636023709
FBgn0031533	CG2772	2L	3445992	3447589	+	protein_coding	3.65376717622417	2.25630042571814	17.1030120483632	0.00279910627238132	0.042130683131214	upregulated	1.39430482657909	2.55500389698508	20.8236139722738	8.52671106877566	0.592362442173335	0.625481928111631	0.382755120072875	1.16616553934711
FBgn0038240	CG14851	3R	14562340	14562845	+	protein_coding	3.58343287010391	2.43302481691716	5.87850710678785	0.0395166779897035	0.167157327198361	unchanged	0.836582895947453	0.337453344884822	35.2196430820699	0.710559255731305	0.770071174825335	0.966653888899794	0.637925200121458	0.859279871097874
FBgn0036594	CG13047	3L	16284680	16285396	-	protein_coding	3.55272005982016	2.10629995521095	12.9171805052044	0.00624926735424953	0.06407545439303	unchanged	18.9067734484124	1.9765124486111	9.3772299706011	0.507542325522361	0.592362442173335	0.9097918954351	0.680453546796222	0.429639935548937
FBgn0004780	Ccp84Ad	3R	6692732	6693527	+	protein_coding	3.55262857232055	1.55170361522856	9.71776139498997	0.0130700410253338	0.093993620778083	unchanged	15.2815808993068	1.25339813814363	4.13830806214321	0.25377116276118	0.710834930608002	0.511757941182244	0.467811813422403	0.0613771336498481
FBgn0040736	IM3	2R	18387895	18388734	+	protein_coding	3.55051002137083	5.13518243313745	5.45442853714346	0.0456076392505162	0.179844826929221	unchanged	3.01169842541083	16.0049300716802	228.35536083337	1.52262697656708	7.99689296934002	4.60582147064019	0.850566933495278	9.02243864652768
FBgn0039437	TwdlL	3R	26624587	26625652	-	protein_coding	3.52282047590038	2.64107713820589	6.68769469238036	0.0304748489198185	0.144669882173727	unchanged	39.8771180401619	0.81952955186314	4.18233261599579	0.659805023179069	2.19174103604134	0.9097918954351	0.680453546796222	0.184131400949544
FBgn0030340	CG15740	X	11842662	11846099	-	protein_coding	3.46822706513376	2.15153225841591	9.7071055859597	0.0131052482404326	0.0940293284430544	unchanged	14.5565423894857	16.1977605544715	0.616343753936222	0.558296558074597	0.592362442173335	0.796067908505713	0.467811813422403	1.04341127204742
FBgn0034582	Cht9	2R	21067992	21069286	-	protein_coding	3.38421532857046	6.18329614671121	44.2165996328106	0.000115696470001809	0.0091950055676201	upregulated	60.9032348249746	75.9270025990851	263.883175792408	118.764904172232	13.150446216248	18.1389759152373	8.76083941500136	10.9865069233228
FBgn0031248	CG11912	2L	318362	319259	-	protein_coding	3.38143293814786	3.51325849729146	30.5260138388963	0.000432193669757239	0.0171025319231642	upregulated	5.68876369244268	14.0766252437669	39.8862457904441	20.9107438115213	1.65861483808534	3.41171960788162	1.27585040024292	1.59580547489605
FBgn0023495	Lip3	3R	13370240	13371904	-	protein_coding	3.33175999223947	3.15814986097538	8.58251059694287	0.0175892448406006	0.108591608670577	unchanged	3.40210377685298	1.44622862093495	52.5212927461367	4.2126013018356	1.83632357073734	2.10389375819367	0.978151973519569	1.47305120759636
FBgn0032549	CG4650	2L	14773814	14774981	-	protein_coding	3.31649812080856	0.814030791310733	14.8646981861719	0.00421943275381912	0.0520951231516926	unchanged	2.78860965315818	2.36217341419376	3.69806252361733	2.94374548802969	0.0592362442173335	0	0.978151973519569	0
FBgn0032068	LManV	2L	8772946	8776263	-	protein_coding	3.3142493172094	6.25072967522845	32.7110940261231	0.000340155500008383	0.0153959774906335	upregulated	39.0405351442145	79.0604979444441	284.83886342624	138.660563332709	10.1886340053814	14.8409802942851	16.9688103232308	13.748477937566
FBgn0052548	CG32548	X	18435719	18440581	-	protein_coding	3.28054101448249	2.56471310720181	6.42558129072927	0.033089329000197	0.152449900083832	unchanged	31.9574666251927	6.31519831141596	3.74208707746992	0.355279627865653	0.533126197956001	0.511757941182244	0.0850566933495278	3.37574235074165
FBgn0002933	ng1	X	3242412	3242934	+	protein_coding	3.24951853993862	3.19261292277693	12.3571771486917	0.00704664092076907	0.0684398376646876	unchanged	2.84438184622134	21.9344674175135	31.0813350199266	7.91766027814883	3.31722967617067	2.89996166669938	0.467811813422403	0.245508534599393
FBgn0034159	CG15615	2R	16793119	16796407	-	protein_coding	3.21633143819419	3.65804970112095	8.26760215324842	0.0191752976575299	0.112910271221034	unchanged	71.4999515069757	14.5587014507452	2.55342412345006	2.43620316250733	1.71785108230267	1.8195837908702	1.31837874691768	5.03292495928755
FBgn0039495	CG5909	3R	27161158	27162911	+	protein_coding	3.18698245452161	3.41536900168139	7.27165140971465	0.0255185719119449	0.130613631569113	unchanged	2.62129307396869	3.0370801039634	64.9802414864189	2.43620316250733	2.66563098978001	1.99016977126428	1.74366221366532	1.96406827679514
FBgn0028396	TotA	3R	20871036	20871700	+	protein_coding	3.16674512552366	2.40852041656388	5.5455680705011	0.0442041512848527	0.177193832186838	unchanged	0.278860965315818	3.13349534535907	31.5656051123051	0.659805023179069	1.89555981495467	1.08037787582918	0.467811813422403	0.736525603798178
FBgn0067905	IM14	2R	20870392	20870678	+	protein_coding	3.13975016281745	2.55150742958635	5.18649516695499	0.0500716055047124	0.189398246918043	unchanged	1.2269882473896	1.39802100023712	36.5403796976475	0.203016930208944	1.066252395912	1.13723986929387	0.935623626844805	1.5344283412462
FBgn0002564	Lsp1gamma	3L	66430	68995	+	protein_coding	3.0602300387364	8.30115590324219	4.36520801708443	0.0676812229886296	0.22352756739038	unchanged	49.3026186678366	101.284211086145	2018.39372047957	10.3538634406562	27.1301998515387	139.937365916611	40.1467592609771	63.5867104612427
FBgn0052694	CG32694	X	9989690	10006882	+	protein_coding	3.05746837542825	4.78410506226193	8.73957875726888	0.016859225444428	0.106316889763434	unchanged	162.18553742768	12.1001127951558	18.0940916334134	4.3648639994923	7.64147550403602	5.79992333339876	5.44362837436978	4.78741642468815
FBgn0030098	CG12057	X	9191657	9192548	+	protein_coding	3.0501709571965	4.40319925181231	33.6625157389541	0.000307716417938227	0.0149293026430687	upregulated	12.5487434392118	18.4153111065717	61.6343753936222	54.814571156415	3.90959211834401	5.23130339875182	4.84823152092308	4.17364508818967
FBgn0010295	ng3	X	3241491	3242084	-	protein_coding	3.0031969092438	4.23811610069742	9.757896970495	0.0129384816291757	0.093472835600861	unchanged	6.46957439532697	20.7292769000677	92.8918086289592	9.33877878961144	6.87140432921068	6.25481928111631	0.978151973519569	2.70059388059332
FBgn0035788	CG8541	3L	7471559	7472514	+	protein_coding	2.95895147135013	2.83286408773652	8.44537268934949	0.0182590558100554	0.110473701839059	unchanged	41.60605602512	3.76019441443088	2.90562055427076	1.92866083698497	1.243961128564	2.04703176472897	1.14826536021862	2.02544541044499
FBgn0051876	Cpr30F	2L	9932272	9933163	-	protein_coding	2.95887971518666	1.95547974519771	5.56354014731786	0.043933834067882	0.176589747669192	unchanged	20.9145723986863	4.96538493187667	0.48427009237846	0.710559255731305	0.651598686390668	1.02351588236449	0.0425283466747639	1.84131400949544
FBgn0036229	CG7248	3L	11954083	11956780	+	protein_coding	2.89757032442291	2.12721314580771	58.5596543365532	4.05174858954433e-05	0.0066461539562462	upregulated	5.18681395487421	9.06303269119238	10.4778438169158	4.72014362735796	1.65861483808534	0.625481928111631	0.935623626844805	0.797902737448026
FBgn0052266	CG32266	3L	3790804	3791560	+	protein_coding	2.86991704289508	3.22456785536445	9.113084959035	0.015268971237043	0.100823992820193	unchanged	3.95982570748461	4.0976477593157	50.5842123766228	3.95883013907441	2.60639474556267	2.38820372551714	1.87124725368961	2.02544541044499
FBgn0050334	CG30334	2R	12440633	12441320	-	protein_coding	2.86338504748766	0.946969517717787	9.81011863364546	0.0127697583260063	0.0927052448790693	unchanged	0.78081070288429	1.78368196581978	8.71686166281229	0.862821953388013	0.770071174825335	0.341171960788162	0.467811813422403	0.122754267299696
FBgn0002534	Lcp3	2R	8435310	8436095	+	protein_coding	2.83236396047372	3.85580997561815	2.94110798100109	0.122056010649539	0.309591915471627	unchanged	0.613494123694799	0.626699069071813	95.1370608754412	0.25377116276118	2.84333972243201	5.62933735300468	3.48732442733064	2.14819967774468
FBgn0052249	CG32249	3L	4470001	4471012	+	protein_coding	2.82926291160761	3.62115164587181	5.23088399084559	0.0492952022235129	0.187630430857379	unchanged	1.78471017802123	2.41038103489159	75.1499134263666	2.79148279037298	3.08028469930134	2.84309967323469	3.14709765393253	2.94610241519271
FBgn0031646	snsl	2L	4903865	4906762	-	protein_coding	2.8176751518575	1.83084469641568	9.07400637585723	0.0154263535981989	0.101603529690113	unchanged	19.3529509929178	2.26575817279809	1.84903126180867	1.01508465104472	0.888543663260002	1.02351588236449	0.850566933495278	0.675148470148329
FBgn0036422	CG3868	3L	14400769	14402725	-	protein_coding	2.80721653832728	8.09704777731042	212.611549843299	2.31467995715799e-07	0.000398665044621178	upregulated	367.148346934806	446.209737179131	598.910030610598	482.875768501974	81.3905995546162	62.207020850375	77.6142326814441	54.1346318791661
FBgn0039476	CG6271	3R	27024968	27026109	-	protein_coding	2.80031392418905	4.61771758081914	7.55192081841589	0.023498203437179	0.125061762556248	unchanged	4.96372518262156	24.7305094179877	130.224630295953	5.73522827840268	8.41154667886135	5.91364732032815	4.25283466747639	6.13771336498481
FBgn0034710	CG3292	2R	22203694	22205593	-	protein_coding	2.79756194945353	4.94521594503336	455.560043529184	9.47862879156346e-09	3.26507166440056e-05	upregulated	61.4051845625431	56.8367848027437	48.7792056686667	46.0848431574304	7.10834930608002	9.32536692820977	6.80453546796222	7.79489597353071
FBgn0022700	Cht4	2R	21065379	21067087	-	protein_coding	2.79000100205451	2.66950367989061	11.6899723456908	0.00816841302797471	0.0735940542555281	unchanged	0.725038509821126	11.9554899330623	23.0688662187558	6.64880446434293	2.132504791824	1.42154983661734	1.0632086668691	1.71855974219575
FBgn0250833	CG34461	3L	8325859	8328307	+	protein_coding	2.78548346542273	2.23883921450782	7.10644032090996	0.026811502127305	0.134662837974825	unchanged	26.603336091129	3.56736393163955	1.18866295401986	1.2688558138059	1.12548864012934	1.30782584968796	0.55286850677193	1.7799368758456
FBgn0036608	CG13040	3L	16325083	16326757	-	protein_coding	2.7779538981946	0.978188573176725	9.67719324596239	0.0132047112678821	0.094262261575882	unchanged	7.36192948433759	1.63905910372628	3.74208707746992	0.203016930208944	0.829307419042668	0.398033954252856	0.467811813422403	0.184131400949544
FBgn0038248	CG7886	3R	14626676	14642563	-	protein_coding	2.77163841047146	1.20488398052245	3.92536463132143	0.0803816247999236	0.244636322553903	unchanged	0.334633158378981	0.723114310467477	13.339439817334	0	0.710834930608002	0.398033954252856	0.637925200121458	0.429639935548937
FBgn0034783	CG9825	2R	22837361	22839291	+	protein_coding	2.75714498925922	3.12265725688097	40.0892711131612	0.000165243632626119	0.0104179525800932	upregulated	6.52534658839014	10.7502994156165	19.8550737875169	21.722811532357	2.01403230338934	3.41171960788162	1.44596378694197	2.02544541044499
FBgn0003358	Jon99Ci	3R	29925226	29926189	-	protein_coding	2.75190471257716	6.53307056694761	60.5696274910956	3.56315333822358e-05	0.00615902663194251	upregulated	94.3665506628728	94.294106084959	215.720313877678	231.084020810331	27.2486723399734	28.4878587258116	19.6906245104157	20.7454711736487
FBgn0032299	CG17127	2L	10770868	10771370	+	protein_coding	2.66582535785657	2.05949032277697	3.80725779972569	0.0842996874435905	0.251475110603721	unchanged	21.3049777501285	5.88132972513548	0.836466523199159	0.355279627865653	0.473889953738668	0.398033954252856	0.0425283466747639	3.68262801899089
FBgn0035670	CG10472	3L	6061372	6062910	-	protein_coding	2.66332555399557	5.9138156549662	30.7537751309006	0.000421271570342805	0.0170060895230265	upregulated	41.5502838320569	58.5240515271678	153.205447407004	155.967756633021	13.0912099720307	25.1330011113946	14.2895244827207	13.3802151356669
FBgn0010294	ng2	X	3240026	3240571	-	protein_coding	2.64855577413995	4.55485265917373	13.8464572357264	0.00515761656274699	0.0579334886515515	unchanged	11.7121605432643	63.634059321138	59.3450985932877	24.2605231599688	7.34529428294935	12.4527765687679	1.36090709359244	4.78741642468815
FBgn0033464	CG1441	2R	9899018	9903287	-	protein_coding	2.62582671381745	3.86613472041094	7.31776475013174	0.0251716649414107	0.129533418489853	unchanged	82.8217066987979	7.32755834607043	4.57855360066908	5.6337198132982	5.15355324690801	4.5489594771755	3.9976645874278	2.51646247964377
FBgn0028945	CG7631	2L	15628678	15629552	+	protein_coding	2.59873985709528	3.94923662924348	54.9657642202612	5.14981882403742e-05	0.00702780725751006	upregulated	13.3853263351593	18.6563492100609	32.005850650831	39.7405640884009	5.27202573534268	3.35485761441693	4.63558978754926	4.17364508818967
FBgn0039685	Obp99b	3R	29716254	29716896	-	protein_coding	2.58550094553175	2.60284665050312	4.68013618111464	0.0601231530395085	0.209055404949623	unchanged	0.669266316757963	3.56736393163955	33.8989064664922	0.964330418492485	1.00701615169467	2.50192771244653	0.978151973519569	2.33233107869423
FBgn0031741	CG11034	2L	5805395	5809063	+	protein_coding	2.57621763104982	4.88004807338885	122.767205484199	2.20102062282357e-06	0.00151635647441725	upregulated	37.4789137384459	41.844214765718	65.5965852403551	53.5457153426091	7.75994799247068	10.5194687909683	9.35623626844805	6.13771336498481
FBgn0036879	Cpr76Bb	3L	19519649	19520419	+	protein_coding	2.57414572596779	1.35550178740775	7.22199954940612	0.0258987985722889	0.131971491344198	unchanged	1.17121605432643	2.79604200047424	11.5784576632305	0.456788092970125	1.066252395912	0.9097918954351	0.55286850677193	0.245508534599393
FBgn0034329	IM1	2R	18383949	18384378	+	protein_coding	2.55789169227621	4.42806773411028	4.07003314078894	0.0758931878471048	0.237588671073002	unchanged	3.79250912829512	8.05067265653791	128.023402603324	1.2688558138059	8.88543663260002	5.68619934646938	4.08272128077733	6.38322189958421
FBgn0035875	Cpr66Cb	3L	8336672	8338595	+	protein_coding	2.55771689259787	1.96418647362072	4.11438166276232	0.0745814817445188	0.235197638649371	unchanged	20.0222173096757	5.44746113885499	0.176098215410349	0.659805023179069	1.48090610543334	0.9097918954351	0.127585040024292	2.02544541044499
FBgn0031929	CG18585	2L	7689311	7691061	-	protein_coding	2.54239315908485	4.43112337186172	41.6083641836906	0.000144424449028416	0.00994988170839766	upregulated	15.1700365131805	28.7317419359077	37.6850180978147	63.1382652949817	5.21278949112534	6.99402519615733	6.93212050798651	6.07633623133496
FBgn0031930	CG7025	2L	7691109	7692683	-	protein_coding	2.53476355114091	3.74522908074406	64.5944648327442	2.78525678163559e-05	0.00553516222719657	upregulated	12.4929712461486	18.3188958651761	21.43995772621	37.405869390998	3.96882836256134	4.26464950985203	3.78502285405398	3.68262801899089
FBgn0039312	CG10514	3R	25278427	25279846	-	protein_coding	2.49228408470824	-0.583951701122944	32.9062063931731	0.000333171480782257	0.0152566834631796	upregulated	0.836582895947453	1.44622862093495	0.616343753936222	0.862821953388013	0.118472488434667	0.284309967323469	0.0850566933495278	0.184131400949544
FBgn0030338	CG15741	X	11837543	11838026	-	protein_coding	2.47997313281933	2.38217202777436	20.9163443050349	0.00150737726770906	0.0318552897433649	upregulated	9.14663966235882	7.80963455304875	8.6728371089597	8.5774653013279	0.710834930608002	3.86661555559918	0.55286850677193	1.10478840569727
FBgn0034437	CG10051	2R	19363641	19367294	+	protein_coding	2.47863649729267	3.94599017381044	53.9729881515969	5.51592260416063e-05	0.00712519302392449	upregulated	15.2815808993068	17.9332348995934	26.5908305269627	42.6843095764305	3.96882836256134	5.97050931379284	4.08272128077733	4.66466215738846
FBgn0002531	Lcp1	2R	8430115	8431243	-	protein_coding	2.47574675917855	2.62391890236559	5.95529409763357	0.0385254632666694	0.16514701945064	unchanged	5.68876369244268	1.30160575884146	31.257433235337	1.2688558138059	2.01403230338934	2.44506571898183	1.65860552031579	1.22754267299696
FBgn0052405	Cpr65Av	3L	6139223	6139974	-	protein_coding	2.47361483344715	3.30558277423937	11.2882176880144	0.00895143251405661	0.0763331765274071	unchanged	30.1169842541083	6.31519831141596	26.8549778500783	2.13167776719392	3.61341089725734	3.29799562095224	2.55170080048583	2.51646247964377
FBgn0042101	CG18744	3R	7797078	7798771	-	protein_coding	2.46002990926927	1.52079147350471	17.7094809088752	0.00252093341664873	0.0398948329673017	upregulated	1.67316579189491	4.48330872489836	9.42125452445369	2.48695739505957	1.421669861216	0.625481928111631	0.76551024014575	0.552394202848633
