gene_id	gene_name	chr	start	end	strand	gene_biotype	logFC	logCPM	F	PValue	FDR	Change	JTEN001_Gpdh.het_1	JTEN002_Gpdh.het_2	JTEN003_Gpdh.het_3	JTEN004_Gpdh.mut_1	JTEN005_Gpdh.mut_2	JTEN006_Gpdh.mut_3
FBgn0038083	CG5999	3R	12741958	12743680	-	protein_coding	2.93280181983897	4.59459094166643	608.025178508266	3.44701645662529e-08	6.80575891132002e-05	upregulated	5.80864761158651	5.74981160886026	5.11301889410898	48.5491578681166	40.6233691347052	37.9429622330861
FBgn0040602	CG14545	3R	25850410	25851291	-	protein_coding	2.87098590048398	1.4148215884316	67.4534810040749	6.79698685203301e-05	0.00128454600542862	upregulated	0.59458597598917	0.508832885739846	0.705243985394342	6.53379932093191	3.39234815321129	3.46146322126399
FBgn0039856	CG1774	3R	31592803	31594719	+	protein_coding	2.81691378573671	6.72423059402744	377.980696990712	1.84817744587048e-07	0.000109247822355899	upregulated	22.4570549392833	31.8020553587404	24.5072284924534	197.78805758927	165.20735506139	190.957387706397
FBgn0034331	CG15067	2R	18384824	18385589	-	protein_coding	2.78560737496546	2.43701013340603	5.26676565001083	0.0545889863135391	0.110172005761771	unchanged	0	4.01977979734478	0.176310996348586	10.8608187387676	1.18732185362395	15.576584495688
FBgn0013772	Cyp6a8	2R	14887171	14889010	-	protein_coding	2.77503777670389	6.41132628532637	1581.05391568245	1.15252130515006e-09	1.22628266867966e-05	upregulated	22.9601661497356	21.4727477782215	20.5402310746102	140.195429137877	148.62725346257	155.455200821638
FBgn0034328	IM23	2R	18382704	18383235	-	protein_coding	2.74830497075888	2.60212257989822	4.36704922841437	0.0741120311497587	0.138805141952725	unchanged	0	4.83391241452853	0	11.0771697096594	1.22972620553909	18.6386481144984
FBgn0053265	Muc68E	3L	11967343	11972979	-	protein_coding	2.73811338434098	-0.479761396671633	29.8983836810185	0.000869326433211782	0.00575583898529767	upregulated	0.0914747655367954	0.203533154295938	0.176310996348586	1.55772699042085	0.636065278727116	1.02068787293682
FBgn0003082	phr	2R	7825289	7827319	+	protein_coding	2.72107172405929	2.97847239503942	462.97623687892	9.03918580797173e-08	8.10766341232478e-05	upregulated	1.82949531073591	2.44239785155126	1.85126546166015	13.0243284476855	14.3326709473177	12.8695427457251
FBgn0263321	CG43402	2L	1442627	1443832	+	protein_coding	2.71462323106349	1.51013210235764	159.437448518213	3.74891545703137e-06	0.000334588161489938	upregulated	0.823272889831158	0.55971617431383	0.749321734481489	5.49531466065134	4.87650047024122	3.77210735650563
FBgn0262794	CG43175	3R	17630717	17645262	+	protein_coding	2.6947800264522	4.97430503174707	46.146720726811	0.000230315334459456	0.00253156524653783	upregulated	4.20783921469259	11.7540396605904	9.2122495592136	77.1940264141889	38.9695994100147	46.0197097493687
FBgn0265577	lncRNA:CR44404	2R	17671068	17671295	+	ncRNA	2.63530775081346	2.72522776594058	8.08677785070115	0.0243249684541491	0.0598324093188176	unchanged	0.548848593220772	3.6127134887529	1.32233247261439	23.6255260213829	2.33223935533276	7.36670377858747
FBgn0053128	CG33128	2L	1494070	1495456	+	protein_coding	2.63076453630927	7.55680046520028	55.1096282840931	0.000130927564456023	0.00179750875588657	upregulated	81.3210665622111	28.3419917357094	47.2513470214209	284.241905557627	306.710677402215	380.184043802162
FBgn0038484	CG5246	3R	17136111	17137195	+	protein_coding	2.61782197842093	5.97593419361091	185.681158030443	2.21534569435531e-06	0.000286310600289991	upregulated	23.1431156808092	15.4176364379173	14.1930352060611	110.382265348989	119.241037585377	93.9032843101873
FBgn0039760	CG9682	3R	30250928	30252830	+	protein_coding	2.61265029958076	5.55896661319333	49.9263170104158	0.000179524881030074	0.00220316578334486	upregulated	16.0080839689392	5.74981160886026	17.6751773839457	67.4582327240586	74.8012767783089	99.9830338142023
FBgn0034427	CG10474	2R	19285395	19286730	-	protein_coding	2.57945161844197	0.207931412122703	63.180782825439	8.41546018550471e-05	0.00143264794198032	upregulated	0.320161679378784	0.254416442869923	0.308544243610025	2.37986067980964	1.31453490936937	1.68635387702605
FBgn0034329	IM1	2R	18383949	18384378	+	protein_coding	2.5787949561496	5.0235272074437	4.68139066289893	0.0663827518517693	0.127908815592688	unchanged	0.0914747655367954	26.1031270384541	2.11573195618303	90.2183548618744	16.3680798392445	59.1111411631236
FBgn0262580	CG43120	3L	14381913	14383299	+	protein_coding	2.57379838399235	-0.605956393743891	44.1858476338099	0.000263983278837945	0.00273422445117563	upregulated	0.228686913841988	0.101766577147969	0.132233247261439	1.211565436994	0.890491390217963	0.754421471301127
FBgn0011822	Pgcl	X	436139	437448	-	protein_coding	2.56609271026712	2.74675838593424	65.4258705276411	7.51011444547787e-05	0.00134751463237579	upregulated	2.65276820056707	1.42473208007157	1.58679896713727	8.9569301949199	8.98972260600991	15.7984731637177
FBgn0037229	CG9766	3R	4269221	4277928	-	protein_coding	2.55342274377786	-0.29974034459272	23.714219778404	0.00170235634678541	0.00893149483717788	upregulated	0.182949531073591	0.101766577147969	0.308544243610025	1.68753757295592	1.31453490936937	0.621288270483281
FBgn0043791	phu	3R	9494801	9496723	+	protein_coding	2.53899437610007	4.25784476099722	21.2968656073215	0.00230154385146889	0.0108914863720944	upregulated	2.0124448418095	11.4996232177205	3.39398667971027	24.8370914583769	38.8847907061844	33.1945447372496
FBgn0039319	CG13659	3R	25300891	25302317	+	protein_coding	2.52268729230435	5.03901428954478	301.945685458031	4.06873703755496e-07	0.000158083020565235	upregulated	9.74206252966871	9.92224127192699	9.43263830464933	67.5880433065937	46.3903609951644	52.9870139255027
FBgn0036229	CG7248	3L	11954083	11956780	+	protein_coding	2.50596491112031	-0.0656284386437144	14.1222653479607	0.00680636275293942	0.0232114422087421	upregulated	0.0914747655367954	0.457949597165861	0.220388745435732	2.55294145652306	0.890491390217963	0.887554672118973
FBgn0010041	GstD5	3R	12375733	12376572	+	protein_coding	2.4993170387036	4.15192962115708	99.274661473816	1.88290447430391e-05	0.000705426183330762	upregulated	6.40323358757568	3.9688965087708	5.46564088680615	35.1786678670043	20.6933237345889	33.9045884749448
FBgn0265068	asRNA:CR44179	3R	25491285	25493262	-	ncRNA	2.47703264304723	1.72932944012236	90.9288982109922	2.52822732676725e-05	0.000805399363976153	upregulated	1.09769718644154	0.966782482905707	0.837477232655782	7.09631184525055	5.08852222981693	3.99399602453538
FBgn0038530	AttD	3R	17625268	17626086	+	protein_coding	2.45611499995968	0.671710123702065	39.8978961037309	0.000362758808421225	0.0033102519053189	upregulated	0.365899062147182	0.508832885739846	0.48485523995861	3.7212366993387	1.6537697246905	2.13013121308553
FBgn0035625	Blimp-1	3L	5630983	5652094	+	protein_coding	2.45075574210692	3.97749158103913	12.5959955159771	0.00901368953510214	0.0283325425859636	upregulated	1.00622242090475	2.13709812010735	11.151670519048	31.4574311676656	21.03255854991	26.6266401635692
FBgn0033821	CG10799	2R	13257886	13258477	+	protein_coding	2.430529982569	4.91829943455918	276.818513412942	5.5161040479598e-07	0.000167689563057978	upregulated	8.50715319492197	9.31164180903918	10.4023487845666	61.1407843740185	45.7967000683524	45.0877773436438
FBgn0261675	Npc1b	X	20934869	20939503	+	protein_coding	2.41183401515989	3.83250504776057	125.833758620116	8.43481114467653e-06	0.000504193205502013	upregulated	5.76291022881811	4.6303792602326	2.99728693792596	24.1014981573449	26.2482938354723	20.724401593978
FBgn0010241	Mdr50	2R	14246966	14252597	+	protein_coding	2.40735165480996	4.95785021236706	187.92111615662	2.12525855994936e-06	0.000279169766393348	upregulated	10.4281232711947	11.6013897948685	7.44913959572774	55.9050908784373	43.9309085840862	56.0490775443131
FBgn0039296	CG10420	3R	25233636	25235529	-	protein_coding	2.36307007752006	5.93776647249123	113.724217482917	1.18977722460853e-05	0.000583343577787918	upregulated	20.4446100974738	18.8777000609483	20.3639200782616	136.647273215251	72.3842287191458	97.631013933087
FBgn0034605	CG15661	2R	21215435	21217779	-	protein_coding	2.35883141744834	5.99946903577841	526.01999375407	5.75675095882332e-08	6.80575891132002e-05	upregulated	22.2283680254413	17.8091510008946	22.3914965362704	114.319853019219	100.286292279309	105.48587278134
FBgn0033302	Cyp6a14	2R	8564187	8567202	-	protein_coding	2.35614545989458	2.79209524200283	193.693000244442	1.91379045180715e-06	0.000266126687429167	upregulated	2.37834390395668	1.57738194579352	2.64466494522878	12.0723841757616	10.3890662192096	11.5825884711526
FBgn0030098	CG12057	X	9191657	9192548	+	protein_coding	2.34966754795514	5.15082076315154	57.7331648617838	0.000112719076679677	0.00163888676878848	upregulated	13.7212148305193	7.98867630611558	13.0029359807082	48.0299155379763	85.6143865166699	43.6233121346475
FBgn0038930	CG5778	3R	22085374	22086397	-	protein_coding	2.32018370103549	-0.0481867896863828	3.85526979840332	0.0894338806243703	0.160117194992983	unchanged	0	0.915899194331722	0	1.77407796131264	0.212021759575705	2.35201988111528
FBgn0033836	CG18278	2R	13408042	13409887	-	protein_coding	2.31792894011009	0.129837040272622	25.4036699576716	0.00139860206921002	0.00780342213759551	upregulated	0.457373827683977	0.101766577147969	0.396699741784318	1.03848466028057	2.20502629958734	1.68635387702605
FBgn0033659	Damm	2R	11864112	11866383	-	protein_coding	2.31035870158059	2.48586534309879	237.913226262893	9.36278068849953e-07	0.000207541638595073	upregulated	1.46359624858873	2.28974798582931	1.76310996348586	9.04347058327662	9.32895742133104	8.87554672118973
FBgn0042101	CG18744	3R	7797078	7798771	-	protein_coding	2.29619292471823	2.49711897321284	185.24534057593	2.23343795338997e-06	0.000286310600289991	upregulated	2.0124448418095	1.37384879149758	2.15980970527017	9.34636194252512	10.0074270519733	8.07674751628265
FBgn0034247	CG6484	2R	17582007	17584012	-	protein_coding	2.29560125043351	2.21536144702659	79.1735337899087	4.00953024800935e-05	0.000982981609189389	upregulated	2.24113175565149	1.11943234862766	1.19009922535295	6.31744835004013	8.77770084643421	7.36670377858747
FBgn0036950	CG6996	3L	20207534	20209600	+	protein_coding	2.27955507766062	1.50037408590901	164.787395658429	3.34601532022732e-06	0.000324601463113764	upregulated	0.960485038136352	1.01766577147969	0.793399483568635	4.19720883530063	3.98600908002326	5.28095029910789
FBgn0033065	Cyp6w1	2R	6173684	6176195	+	protein_coding	2.26404117631022	4.56344530058788	201.606997899103	1.66561465597969e-06	0.000249607604783435	upregulated	6.35749620480728	9.26075852046519	8.68331657016784	35.1353976728259	36.5949557027668	44.8215109420081
FBgn0011555	thetaTry	2R	11341714	11342760	-	protein_coding	2.2513992763128	4.32827695845497	52.5695185478671	0.000152301193947967	0.0019618458881433	upregulated	10.4281232711947	5.13921214597244	5.15709664319613	23.8418769922747	35.8316773682942	39.1411610404467
FBgn0052636	lncRNA:CR32636	X	13332374	13333857	+	ncRNA	2.23267683789772	0.298623251931152	64.9450624727023	7.69309681035037e-05	0.00136348300493264	upregulated	0.274424296610386	0.457949597165861	0.440777490871464	2.29332029145292	1.56896102086022	1.68635387702605
FBgn0052271	CG32271	3L	3202238	3203162	-	protein_coding	2.2241893576069	-0.362711891580805	15.8372125273024	0.00508792763792269	0.018741633071245	upregulated	0.137212148305193	0.407066308591877	0.176310996348586	1.64426737877757	0.551256574896834	1.15382107375466
FBgn0014865	Mtk	2R	15408846	15409113	+	protein_coding	2.20997489955597	3.23240830089292	5.08161515152504	0.0579997804721252	0.115370660726007	unchanged	0.182949531073591	7.63249328609769	2.24796520344447	30.2891359248499	4.36764824725953	10.8281669998515
FBgn0039769	CG15534	3R	30432064	30435139	+	protein_coding	2.20386422057067	5.03102123755457	211.711626372853	1.40543553474512e-06	0.000241438112649501	upregulated	13.7669522132877	10.2275410033709	10.7990485263509	54.8233360239784	60.7654362943972	44.6440000075843
FBgn0033124	Tsp42Ec	2R	7006442	7008622	+	protein_coding	2.18511503855216	3.60875489283584	140.868472035167	5.73574019494358e-06	0.000411941403315134	upregulated	5.35127378390253	3.9688965087708	3.7025309233203	17.3080776713428	17.8522321562744	24.0971093480301
FBgn0031248	CG11912	2L	318362	319259	-	protein_coding	2.18167010120302	4.76437553156462	28.8369010706881	0.000967221653457237	0.00614402292106567	upregulated	17.0143063898439	4.73214583738056	7.44913959572774	39.2460661197698	41.3442431172626	52.2325924542015
FBgn0051454	CG31454	3R	8521658	8523520	+	protein_coding	2.17113784333738	1.18409109496749	208.96483481535	1.47068131036851e-06	0.000244500767848765	upregulated	0.823272889831158	0.763249328609769	0.749321734481489	3.7212366993387	3.68917861661727	3.15081908602235
FBgn0052572	CG32572	X	16721183	16726948	+	protein_coding	2.1705084065828	1.70965843187037	220.980966428068	1.2108524689427e-06	0.000226025794202638	upregulated	1.23490933474674	1.27208221434961	0.925632730830074	5.40877427229463	5.00371352598665	5.0146838974722
FBgn0052073	CG32073	3L	11107008	11107582	-	protein_coding	2.13759206069806	3.59369277691722	9.98509157235707	0.0154649372627433	0.0424966251228276	upregulated	2.65276820056707	2.59504771727321	7.88991708659921	8.13479650553112	12.4668794630515	37.8542067658742
FBgn0035607	CG4835	3L	5479790	5483663	+	protein_coding	2.13425557922816	2.11432973887343	175.554985965225	2.68945201511532e-06	0.000305253047444553	upregulated	1.9209700762727	1.3229655029236	1.41048797078868	6.18763776750505	6.74229195450743	7.58859244661722
FBgn0035626	lin-28	3L	5654681	5657384	+	protein_coding	2.11866759052196	-0.449726979680666	13.0712061349021	0.00823883026347278	0.026547541492826	upregulated	0.182949531073591	0.101766577147969	0.396699741784318	1.16829524281564	0.466447871066552	1.4644652089963
FBgn0038160	CG9759	3R	13607078	13609246	-	protein_coding	2.11588916315398	1.92206197181089	20.0547896345995	0.00271581535704524	0.0121822408933227	upregulated	0.503111210452375	1.57738194579352	2.02757645800873	8.69730902984976	3.68917861661727	5.45846123353168
FBgn0067905	IM14	2R	20870392	20870678	+	protein_coding	2.11261268446485	2.04109238096558	3.5127980509115	0.102093853876137	0.177984243961432	unchanged	0.0457373827683977	4.2741962402147	0.352621992697171	12.11565436994	1.14491750170881	6.12412723762091
FBgn0036320	CG10943	3L	12861717	12862920	-	protein_coding	2.10344481856929	2.54159529338913	223.995461844543	1.15507780302644e-06	0.000226025794202638	upregulated	2.24113175565149	1.88268167723743	2.29204295253161	10.6011975736975	8.18403991962223	8.87554672118973
FBgn0031249	CG11911	2L	320279	321248	-	protein_coding	2.10102740640856	6.76017031457407	13.3983770824293	0.00775458772156079	0.0254342827858837	upregulated	79.4000964859384	12.1102226806083	31.2070463536997	189.999422637166	149.772170964278	186.43085887859
FBgn0040759	CG13177	2R	12163675	12164896	+	protein_coding	2.10072611513178	3.08188518538095	62.1530981261438	8.87647870460436e-05	0.00146882944660949	upregulated	2.0581822245779	2.79858087156915	4.54000815597608	12.0291139815833	16.2832711354142	12.1594990080299
FBgn0034741	CG4269	2R	22597245	22600695	+	protein_coding	2.09275210253225	3.2995832802644	69.5507541222187	6.14800276233626e-05	0.00123327674442449	upregulated	3.65899062147182	5.03744556882447	2.42427619979305	18.9523450501204	13.6117969647603	14.5115188891452
FBgn0034294	Muc55B	2R	18050019	18052107	-	protein_coding	2.07871696371896	4.77222354868888	461.055931037017	9.17283301284572e-08	8.10766341232478e-05	upregulated	10.3823858884263	9.92224127192699	10.8872040245252	48.9385896157218	39.3936429291661	43.3570457330118
FBgn0263080	CG43348	2L	1199412	1199924	+	protein_coding	2.05347520236404	1.97748591134372	41.089781742627	0.000331130398567054	0.00311239173211436	upregulated	1.69228316243071	1.27208221434961	1.45456571987583	8.48095805895798	3.73158296853242	6.21288270483281
FBgn0031501	CG17261	2L	3042551	3043593	+	protein_coding	2.04937158500781	0.953340438411452	43.3592672909484	0.000280058127552445	0.00283996032963935	upregulated	0.777535507062761	1.01766577147969	0.352621992697171	2.42313087398799	3.22273074555072	3.15081908602235
FBgn0033296	Mal-A7	2R	8468646	8471663	-	protein_coding	2.04845385328641	1.6969257143461	33.0152726324987	0.000646558088608114	0.00480083889827571	upregulated	2.0581822245779	0.712366040035784	0.837477232655782	4.24047902947899	6.14863102769546	4.65966202862461
FBgn0031033	CG14219	X	19587348	19590170	-	protein_coding	2.03945522591123	1.83008927555035	6.07854184417944	0.0423737080523921	0.0909351056227212	unchanged	0.457373827683977	3.20564718016103	0.48485523995861	10.6444677678758	3.13792204172044	2.70704174996287
FBgn0261560	Thor	2L	3478434	3479612	+	protein_coding	2.00121749385589	7.89153650744677	140.310029382046	5.81431118975626e-06	0.000411941403315134	upregulated	70.1611451667221	109.093770702623	105.34582031828	408.643713820404	373.285509908987	355.99817898692
FBgn0034819	CG9877	2R	23085881	23086268	-	protein_coding	2.00031095069491	7.39300915834839	67.6569348618551	6.73030271139802e-05	0.00128228915017039	upregulated	45.5086958545557	65.7920921261621	90.1830746323015	316.132038667076	242.213658139286	246.695821115468
FBgn0038416	CG17930	3R	16327849	16329622	+	protein_coding	1.99312344744701	2.09816993336639	98.8153724555693	1.91251259009818e-05	0.000710743194253763	upregulated	2.19539437288309	1.42473208007157	1.36641022170154	5.71166563154313	6.61507889876201	7.58859244661722
FBgn0039778	Jon99Fi	3R	30488963	30489895	+	protein_coding	1.99238025409934	8.45229135345341	17.289225881418	0.00404692659246795	0.0159657580144963	upregulated	247.850877221947	65.1306093747003	109.268739987036	685.919118115316	378.458840842634	612.10207962685
