gene_id	gene_name	chr	start	end	strand	gene_biotype	logFC	logCPM	F	PValue	FDR	Change	JTEN007_Gpdh.het_Ldh.het_1	JTEN008_Gpdh.het_Ldh.het_2	JTEN009_Gpdh.het_Ldh.het_3	JTEN010_Gpdh.mut_Ldh.mut_1	JTEN011_Gpdh.mut_Ldh.mut_2	JTEN012_Gpdh.mut_Ldh.mut_3
FBgn0085302	CG34273	3R	14517042	14517487	+	protein_coding	5.66001824538903	1.54867123884222	591.547663196495	1.20009963235791e-07	1.11744929245987e-05	upregulated	0.0454406098637435	0.124689802901515	0.140685873798662	5.41191006010257	5.63556463074014	5.08078927850478
FBgn0052071	CG32071	3L	11103421	11103873	-	protein_coding	5.63573691548551	3.42329319436256	293.432413775873	1.14453147221476e-06	3.92324999251242e-05	upregulated	0.817930977547384	0.24937960580303	0.187581165064882	20.8300135406826	21.0854458973271	19.3218336795693
FBgn0266700	asRNA:CR45190	3R	31588279	31590411	-	ncRNA	5.32529299469759	2.7268435248561	385.866665045743	4.75580633620486e-07	2.18601980040531e-05	upregulated	0.227203049318718	0.166253070535354	0.562743495194647	12.84841956715	11.7695125281444	12.6463441165703
FBgn0038528	CG14326	3R	17619100	17619688	+	protein_coding	5.16218119088658	2.50031954881156	496.327379114426	2.11461599635133e-07	1.47495309358003e-05	upregulated	0.136321829591231	0.332506141070707	0.422057621395985	10.6291470964604	9.92932815892311	11.0887298852039
FBgn0036177	CG33268	3L	11590872	11591231	-	protein_coding	5.10637006496831	-0.0253850834734441	157.616628974892	8.2377313853321e-06	0.000138912799486829	upregulated	0.0454406098637435	0.0831265352676768	0	1.79099181845121	1.61016132306861	1.5947002844942
FBgn0053265	Muc68E	3L	11967343	11972979	-	protein_coding	5.09386595302428	2.12849574386754	1450.75035343846	6.55340146354454e-09	2.69863053335881e-06	upregulated	0.272643659182461	0.207816338169192	0.234476456331103	8.37094002102197	8.05080661534306	7.82515720995992
FBgn0037125	CG14573	3L	21734099	21734788	+	protein_coding	5.0433854327932	2.94689867923034	472.204878324536	2.48303936156172e-07	1.57273949719047e-05	upregulated	0.363524878909948	0.665012282141415	0.281371747597324	13.0430925908947	14.1080801640297	16.2066052168364
FBgn0040725	CG13946	2L	776536	776941	+	protein_coding	5.02506127577507	1.55888426901084	258.481046692054	1.71640078883778e-06	4.96404285735234e-05	upregulated	0.181762439454974	0.0415632676338384	0.281371747597324	5.25617164110682	5.36720441022871	5.4516498097825
FBgn0052188	CG32188	3L	17833277	17833625	-	protein_coding	4.961817706648	0.4692931790146	322.55471924485	8.45350556980784e-07	3.25602898737665e-05	upregulated	0.0908812197274871	0.0831265352676768	0.0468952912662206	2.21927247068954	2.18521893845026	2.81854003771068
FBgn0037123	CG14569	3L	21730725	21731550	-	protein_coding	4.9240315473745	3.57419333813285	214.744355267516	3.09719646373449e-06	7.14758183915278e-05	upregulated	0.63616853809241	1.28846129664899	0.281371747597324	21.9201824736529	21.6221663383499	23.7721600549019
FBgn0032049	Bace	2L	8494893	8496307	-	protein_coding	4.9231602122706	6.49599976687307	57.1223381739318	0.000185779062547035	0.00116177009284744	upregulated	1.59042134523102	11.5961516698409	4.03299504889497	166.562239115963	175.200886819608	174.897826550573
FBgn0039091	CG10182	3R	23587120	23589819	-	protein_coding	4.8998615584975	6.76054955361411	129.206405566039	1.53631083369106e-05	0.00020850210908953	upregulated	3.95333305814569	12.0533476138131	5.11158674801804	207.599312521345	205.717277609195	207.125606718607
FBgn0039817	CG15553	3R	31098868	31101169	-	protein_coding	4.88714415326712	2.65800078279916	698.419168681682	7.01512831310392e-08	8.33898680424336e-06	upregulated	0.545287318364923	0.24937960580303	0.422057621395985	11.8750544484265	11.2327920871215	12.0900533196537
FBgn0052224	asRNA:CR32224	3L	20207866	20208801	-	ncRNA	4.8830194687199	0.120750419081233	114.91292207132	2.21359602330346e-05	0.000266029026010476	upregulated	0.0454406098637435	0.124689802901515	0	1.71312260895333	1.68683567178616	2.15099108141078
FBgn0038505	CG17283	3R	17407876	17409460	+	protein_coding	4.8384353230853	3.22341358450778	318.339972605109	8.81741730359681e-07	3.33628637762949e-05	upregulated	0.817930977547384	0.78970208504293	0.234476456331103	16.8976184610397	17.328402810167	18.2463381388639
FBgn0037124	CG14568	3L	21732806	21733487	-	protein_coding	4.80651667079327	2.68802901863117	105.405887793663	2.89322046275868e-05	0.000319717282922807	upregulated	0.408965488773692	0.0415632676338384	0.891010534058191	11.1352969581967	11.4244779589154	13.3138930728702
FBgn0051741	CG31741	2L	18084256	18086714	+	protein_coding	4.78531199351674	-0.30604476090909	112.306998037501	2.37702707163732e-05	0.000279398527805624	upregulated	0.0454406098637435	0.0831265352676768	0	1.12910353771924	1.34180110255718	1.52052817823866
FBgn0034317	CG14499	2R	18187707	18188573	+	protein_coding	4.75432130714238	1.03603484071139	262.607847189337	1.63178911603237e-06	4.85366607068738e-05	upregulated	0.0454406098637435	0.207816338169192	0.140685873798662	3.89346047489394	3.33533416921355	3.70860531277721
FBgn0037131	CG14564	3L	21757157	21758046	+	protein_coding	4.70982107766955	4.068816195059	75.1988664912006	8.14271349339189e-05	0.000643484694370777	upregulated	1.09057463672985	0.166253070535354	2.53234572837591	30.83620696116	29.5196242562579	34.3045991431892
FBgn0036229	CG7248	3L	11954083	11956780	+	protein_coding	4.62918242462599	2.73238906570986	1755.31303046236	3.52756702221102e-09	2.30882329306842e-06	upregulated	0.545287318364923	0.540322479239899	0.422057621395985	12.2644004959159	12.344570143526	12.2754835852926
FBgn0034160	CG5550	2R	16816589	16817577	+	protein_coding	4.5399097778916	5.03767094517108	193.714826735084	4.29506980615001e-06	8.98273583676842e-05	upregulated	1.63586195509477	4.36414310155303	2.06339281571371	63.9306209977585	57.5440987125235	64.0846998047903
FBgn0053926	CG33926	3L	9443232	9446388	+	protein_coding	4.53283825049456	3.98219471565997	404.813916337636	4.07652956327192e-07	2.02136212043103e-05	upregulated	1.86306500441349	1.24689802901515	0.79721995152575	28.928411328462	27.947800107548	31.8569196367563
FBgn0036639	CG4229	3L	16556823	16557958	+	protein_coding	4.53261124959241	2.22574685072007	52.8730955882929	0.000233463512692583	0.00137132599775764	upregulated	0.0454406098637435	0.0831265352676768	1.03169640785685	8.29307081152409	7.47574899996141	9.86489013198739
FBgn0031141	CG1304	X	20964527	20965419	-	protein_coding	4.50988724106195	2.91947787152491	474.5281805435	2.44407279284922e-07	1.55780544439461e-05	upregulated	0.908812197274871	0.415632676338384	0.562743495194647	12.8094849624011	14.8748236512053	14.2781304541923
FBgn0033296	Mal-A7	2R	8468646	8471663	-	protein_coding	4.49897216598122	3.82997693331069	976.049641653222	2.37242385825386e-08	4.60091806162546e-06	upregulated	1.22689646632108	1.45471436718434	0.891010534058191	25.5800353200532	26.8360220511435	27.2582490489125
FBgn0031747	CG9021	2L	5903178	5904689	-	protein_coding	4.43506637657279	3.1109353544579	143.016236787675	1.11801349986969e-05	0.000168378179417786	upregulated	0.272643659182461	1.37158783191667	0.562743495194647	16.4693378088014	15.2198582204343	16.280777323092
FBgn0030828	CG5162	X	17215304	17217365	+	protein_coding	4.27539553946675	0.600247413507905	85.5353712432149	5.50120635285649e-05	0.000490890980219894	upregulated	0.0454406098637435	0.290942873436869	0.0468952912662206	2.10246865644273	2.64526503075558	3.07814240960509
FBgn0031034	CG14205	X	19592609	19595548	+	protein_coding	4.26573368012171	5.62294320258976	107.262963727818	2.74096963525848e-05	0.000308950556361555	upregulated	2.0902680537322	7.77233104752778	4.73642441788828	91.8856672074969	88.5972099431324	96.0528776009298
FBgn0263830	CG40486	X	22958856	22960091	-	protein_coding	4.2115082361399	1.3085710944378	100.8849482201	3.31296928876174e-05	0.000351559863100403	upregulated	0.454406098637435	0.207816338169192	0.0468952912662206	4.7500217793706	3.48868286664866	4.89535901286592
FBgn0052751	CG32751	X	6196580	6198654	-	protein_coding	4.1289976562694	5.89966089649082	5849.39306862826	7.00692916663363e-11	2.5010065838771e-07	upregulated	6.58888843024281	6.19292687744192	6.75292194233576	111.898054048452	108.264180389185	113.334978358472
FBgn0264987	lncRNA:CR44138	3R	13376903	13377395	+	ncRNA	4.11447635074964	3.2887043447903	1309.85414214048	9.13262421078526e-09	2.69863053335881e-06	upregulated	1.13601524659359	0.872828620310606	1.17238228165551	17.0922914847844	18.9002269588768	17.7642194482029
FBgn0043791	phu	3R	9494801	9496723	+	protein_coding	4.04164993101504	5.08044990069699	123.942522928579	1.74923745302663e-05	0.000226491350024294	upregulated	4.72582342582933	5.27853498949748	1.5944399030515	59.5699452658772	64.9048361894086	63.5284090078737
FBgn0053532	lectin-37Da	2L	19418317	19419029	+	protein_coding	4.00951618025891	-0.364291648031081	135.349943189084	1.32863853021839e-05	0.000186706842277934	upregulated	0.0454406098637435	0.0415632676338384	0.140685873798662	1.16803814246818	1.22678957948085	1.3350979125998
FBgn0040733	CG15068	2R	18390353	18390629	-	protein_coding	4.00587773187686	3.48890182071312	79.6329626623911	6.84207839212193e-05	0.000571935795650598	upregulated	0.954252807138614	2.45223279039647	0.422057621395985	23.6333050826062	18.2484949947776	19.8039523702303
FBgn0004240	DptA	2R	18865765	18866260	+	protein_coding	3.96008496537569	1.07177172733137	29.090835359488	0.00127851990097903	0.00475103325611096	upregulated	0	0.665012282141415	0	3.38731061315773	3.75704308716009	3.81986347216053
FBgn0039316	CG11893	3R	25289889	25291366	+	protein_coding	3.94470835390599	8.02508675263659	3819.50531990119	2.80919765728485e-10	7.52022212855154e-07	upregulated	34.3531010569901	31.7958997398864	30.2474628667123	481.582126139631	474.422532689859	492.094838952409
FBgn0036094	CG14153	3L	10643528	10644615	+	protein_coding	3.84573458553051	-0.762054834212428	44.7175118753282	0.000380781231726004	0.00194821329438552	upregulated	0	0.0415632676338384	0.140685873798662	0.700822885480909	1.11177805640452	0.890065275066531
FBgn0038866	CG5810	3R	21163778	21165161	+	protein_coding	3.81425874089945	4.8158762997638	172.700837702411	6.17569893009842e-06	0.000116485567456209	upregulated	2.59011476223338	2.82630219910101	5.90880669954379	52.7563894348129	49.6466407946155	52.3284209632865
FBgn0033792	CG13325	2R	13110769	13126014	+	protein_coding	3.6462856497753	2.68638260328128	293.07988463945	1.14894166501096e-06	3.92324999251242e-05	upregulated	0.545287318364923	1.0806449584798	1.17238228165551	11.0184931439498	11.6928381794268	11.719192788376
FBgn0015035	Cyp4e3	2L	9747839	9750071	-	protein_coding	3.63463500501304	1.81275030431485	262.314169524415	1.63762782200401e-06	4.85753981108558e-05	upregulated	0.454406098637435	0.706575549775253	0.328267038863544	6.19060215508136	5.59722745638136	6.67548956299898
FBgn0037420	CG15597	3R	6284462	6285200	-	protein_coding	3.63096025625641	6.3182742993995	187.017216795745	4.80128368093239e-06	9.71386126938759e-05	upregulated	9.08812197274871	17.2903193356768	9.566639418309	143.123607057101	138.780571178771	154.64884154281
FBgn0031032	CG14204	X	19583617	19587057	+	protein_coding	3.5898156291598	0.827883737580472	55.3630859598645	0.000203814892565415	0.00124390310028178	upregulated	0.136321829591231	0.540322479239899	0.0468952912662206	2.84222614667257	2.76027655383191	3.41191688775504
FBgn0040069	vanin-like	X	6200188	6202559	-	protein_coding	3.5722144357165	7.03763235645853	490.983493915803	2.18972882185565e-07	1.48402634331837e-05	upregulated	16.9493474791763	25.4367197919091	19.2739647104167	232.75106718916	238.610573209025	245.69510197149
FBgn0052266	CG32266	3L	3790804	3791560	+	protein_coding	3.56514563892261	4.21662023251773	858.690963533901	3.59364584950408e-08	6.10805710420471e-06	upregulated	2.86275842141584	3.36662467834091	2.43855514584347	32.0042451036282	32.5482610306012	36.0847296933223
FBgn0012042	AttA	2R	14747362	14748215	+	protein_coding	3.53775650550607	3.28475415371253	30.3314751813776	0.00114022814692574	0.00434968400330631	upregulated	0.318084269046205	3.5744410165101	0.562743495194647	17.9099181845121	16.7150080204265	17.6900473419473
FBgn0038380	CG14877	3R	15889194	15896078	-	protein_coding	3.4810328328457	-1.05164346712123	93.8676737983248	4.13691095954634e-05	0.000408276889906196	upregulated	0.0454406098637435	0.0415632676338384	0.0937905825324412	0.778692094978787	0.613394789740423	0.704635009427671
FBgn0036950	CG6996	3L	20207534	20209600	+	protein_coding	3.47784599976138	3.10533470957824	276.753132076166	1.38004284244248e-06	4.34632316378649e-05	upregulated	1.22689646632108	1.95347357879041	0.984801116590632	14.795149804597	14.8364864768465	16.280777323092
FBgn0036131	CG12522	3L	11108235	11108732	+	protein_coding	3.44577488660776	5.505442739244	2065.4977193647	2.07802136698929e-09	2.30882329306842e-06	upregulated	6.99785391901651	8.18796372386617	7.87840893272506	79.8548743400747	83.0383196611098	82.6277263686763
FBgn0025686	Amnionless	2L	287252	289144	-	protein_coding	3.42082798093169	1.45325636894431	192.606712624475	4.37383701111326e-06	9.1148132526893e-05	upregulated	0.63616853809241	0.457195943972222	0.234476456331103	4.43854494137909	4.71547244612951	4.93244506599369
FBgn0259748	CG42397	3L	11973085	11973790	-	protein_coding	3.41465220474969	-0.145405425175721	76.4321351123565	7.75067154081271e-05	0.000623072344055236	upregulated	0.0908812197274871	0.24937960580303	0.0468952912662206	1.36271116621288	1.61016132306861	1.3350979125998
FBgn0004181	Ebp	2R	25175126	25176715	-	protein_coding	3.34198824106273	-0.698453641887653	67.5151517136385	0.000112753129801008	0.000813037383103836	upregulated	0.0454406098637435	0.166253070535354	0.0468952912662206	0.856561304476666	0.843417835893082	1.07549554070539
FBgn0036321	CG14120	3L	12885039	12889244	+	protein_coding	3.32279327744362	6.06341362948218	3052.02178097547	5.83205343552392e-10	1.2489925637518e-06	upregulated	11.5873555152546	12.8014864312222	12.3803568942822	117.738244760793	121.87387728655	119.602521337065
FBgn0034294	Muc55B	2R	18050019	18052107	-	protein_coding	3.30487025686318	7.67476911865322	1330.54457559194	8.67939975612869e-09	2.69863053335881e-06	upregulated	39.2606869222744	41.0229451545985	33.5770285466139	356.329502662293	361.404542680186	380.725421409709
FBgn0039856	CG1774	3R	31592803	31594719	+	protein_coding	3.27407065309883	7.21011360834649	790.826114221205	4.69201501190519e-08	6.69894623299743e-06	upregulated	25.1286572546502	32.5440385572955	26.355153691616	256.423306876515	258.852601270459	278.924205573974
FBgn0036324	CG12520	3L	12901247	12902737	-	protein_coding	3.26092784659884	-0.76122023602011	92.0581431651727	4.39190894430098e-05	0.000425213028712251	upregulated	0.136321829591231	0.0831265352676768	0.0468952912662206	0.778692094978787	0.996766533328188	0.852979221938759
FBgn0038007	Cyp313a3	3R	12237138	12239266	-	protein_coding	3.23748080331654	1.28501042488823	58.6523819671354	0.000171754075054959	0.00109955895774006	upregulated	0.181762439454974	0.872828620310606	0.234476456331103	4.32174112713227	3.83371743587765	4.19072400343825
FBgn0259140	CG42255	3L	11801951	11814755	-	protein_coding	3.23337179643333	1.46413821468634	344.352028173082	6.85443095412186e-07	2.75929498709537e-05	upregulated	0.590727928228666	0.415632676338384	0.515848203928426	4.16600270813651	4.5621237486944	5.30330559727142
FBgn0053533	lectin-37Db	2L	19419075	19419767	+	protein_coding	3.23067837086445	0.266555786162363	99.6902532977909	3.43702282365851e-05	0.000361528884044551	upregulated	0.181762439454974	0.332506141070707	0.0937905825324412	1.90779563269803	1.72517284614494	2.18807713453856
FBgn0036589	CG13067	3L	16271282	16271918	+	protein_coding	3.21277219729703	6.39405217286061	49.6809666203621	0.00028029761410443	0.00156568954190414	upregulated	13.4049799098043	7.56451470935859	28.8406041287257	143.240410871348	152.58195394793	152.905797045805
FBgn0263083	CG43351	2R	19030009	19030250	+	protein_coding	3.20435265706872	-0.314873084751568	65.1084857878258	0.000125740090601068	0.000878153715537736	upregulated	0.0454406098637435	0.166253070535354	0.187581165064882	1.24590735196606	0.958429358969412	1.52052817823866
FBgn0036831	CG6839	3L	18917581	18919259	+	protein_coding	3.20080550419007	5.60230686960014	294.331409458256	1.13338458585186e-06	3.90234152582049e-05	upregulated	7.67946306697266	12.5105435577854	8.53494301045215	87.7585991041094	84.8401668559723	86.0396432564314
FBgn0028514	CG4793	2L	15923395	15926287	+	protein_coding	3.16792309851366	1.79090601954019	346.389917863735	6.72588204257211e-07	2.72805851938872e-05	upregulated	0.545287318364923	0.706575549775253	0.750324660259529	6.57994820257075	5.17551853843482	5.93376850044354
FBgn0037129	CG14565	3L	21743248	21744269	-	protein_coding	3.16667986139418	1.08689591127241	215.423772632633	3.06626844058428e-06	7.11393082788638e-05	upregulated	0.272643659182461	0.540322479239899	0.375162330129765	3.77665666064712	3.33533416921355	3.52317504713835
FBgn0035697	CG10163	3L	6257423	6258760	-	protein_coding	3.1547932459206	-0.845414060880569	61.1621259734862	0.000151603292740233	0.00101069400276324	upregulated	0.0908812197274871	0.124689802901515	0.0468952912662206	1.01229972347242	0.613394789740423	0.815893168810987
FBgn0040104	lectin-24A	2L	3716800	3717773	-	protein_coding	3.14953722797455	5.77922051850967	1039.71548631365	1.93279176172412e-08	4.31173628844622e-06	upregulated	10.9511869771622	9.89205769685354	12.8493098069444	99.6336535525359	95.5745756764297	96.2012218134409
FBgn0010295	ng3	X	3241491	3242084	-	protein_coding	3.12906991475259	6.50885572053788	1289.27308550398	9.61462297040564e-09	2.69863053335881e-06	upregulated	17.4037535778138	20.9063236198207	18.2422683025598	154.803988481783	165.156547137609	163.289891921581
FBgn0033789	CG13324	2R	13049146	13049656	-	protein_coding	3.1276136679468	8.42342664678273	192.074402952479	4.41234619527799e-06	9.17425302117218e-05	upregulated	55.7556283028133	96.4683441781389	61.2452503936841	605.121627008016	570.227131412441	649.228446054779
FBgn0044050	Ilp3	3L	9801298	9802120	-	protein_coding	3.10056547652346	-0.153862677543013	36.6676727334357	0.000671810342085845	0.00293143648861256	upregulated	0.0908812197274871	0.332506141070707	0.0468952912662206	1.82992642320015	1.26512675383962	1.11258159383316
FBgn0036410	CG8100	3L	14083615	14086421	+	protein_coding	3.09724950284397	4.06748722569294	283.615696261654	1.27611692390807e-06	4.16950352875679e-05	upregulated	2.90819903127959	4.6550859749899	2.90750805850568	28.4611960714747	28.9062294665175	30.7072519897953
FBgn0041337	Cyp309a2	2L	2564886	2573037	-	protein_coding	3.09488596357568	-1.33961347709735	22.7783391837048	0.00246033396201177	0.00785253533985755	upregulated	0.0454406098637435	0	0.140685873798662	0.506149861736212	0.690069138457976	0.407946584405494
FBgn0011293	a10	3L	17023123	17023741	-	protein_coding	3.0589623015787	0.12572761333253	57.1034555867366	0.00018596133163434	0.00116177009284744	upregulated	0.0454406098637435	0.290942873436869	0.281371747597324	1.40164577096182	1.9551958922976	1.81721660326084
FBgn0052073	CG32073	3L	11107008	11107582	-	protein_coding	3.05133503255651	5.00740301058091	172.939960529431	6.14878030279241e-06	0.000116485567456209	upregulated	6.22536355133287	9.64267809105051	4.92400558295316	58.4019071234091	54.9371708561267	55.8145099572971
FBgn0053346	CG33346	3R	28669233	28670452	+	protein_coding	3.01420171630837	0.490470843907383	188.995352191921	4.64401331438516e-06	9.49745355777171e-05	upregulated	0.363524878909948	0.207816338169192	0.281371747597324	2.06353405169379	2.53025350767925	2.18807713453856
FBgn0036419	CG13482	3L	14329346	14329885	+	protein_coding	3.00027978570797	3.56282079923248	511.105086700358	1.92370030769976e-07	1.39182316857088e-05	upregulated	2.22658988332343	2.53535932566414	3.09508922357056	22.0369862878997	20.4720511075866	18.8397149889082
FBgn0033065	Cyp6w1	2R	6173684	6176195	+	protein_coding	2.99274372383369	5.69030888771021	240.074075418373	2.17226694541807e-06	5.60497215699679e-05	upregulated	10.269577829206	15.2952824892525	9.19147708817924	90.3282830175393	90.9357775790178	89.5999043566975
FBgn0038082	CG5724	3R	12739642	12741417	+	protein_coding	2.98710734368488	6.01942233950434	929.067914997259	2.78392431231884e-08	5.13970026488106e-06	upregulated	14.177470277488	12.9677395017576	16.8823048558394	112.170596281694	111.676188907116	116.487292874332
FBgn0039769	CG15534	3R	30432064	30435139	+	protein_coding	2.97857311787367	6.52851531858929	1284.63124873955	9.72790012744247e-09	2.69863053335881e-06	upregulated	21.6751709050057	22.6104175928081	18.6643259239558	160.293767751383	161.131143829937	162.993203496559
FBgn0041581	AttB	2R	14749223	14750165	+	protein_coding	2.95364489259275	2.56343999234423	21.3071368544021	0.00292677579124946	0.00902907380371629	upregulated	0.272643659182461	3.07568180490404	0.515848203928426	9.73365118723484	9.81431663584678	10.7178693539261
FBgn0262001	CG42819	2L	8388728	8389331	-	protein_coding	2.94974659405083	2.43044133809505	186.93531714987	4.80794403509098e-06	9.71386126938759e-05	upregulated	1.27233707618482	1.57940417008586	0.750324660259529	9.34430513974545	8.62586423072471	9.53111565383744
FBgn0013772	Cyp6a8	2R	14887171	14889010	-	protein_coding	2.94164925490204	6.45608537498931	1477.93157804416	6.16983072006724e-09	2.69863053335881e-06	upregulated	22.7657455417355	19.5347357879041	18.9925929628193	153.908492572557	153.348697435106	152.015731770738
FBgn0263080	CG43348	2L	1199412	1199924	+	protein_coding	2.93466107761349	2.92013195566157	411.158605125933	3.87762568387909e-07	2.00342997832508e-05	upregulated	1.72674317482225	2.03660011405808	1.40685873798662	14.0553923143671	11.8845240512207	12.9059464884647
FBgn0030098	CG12057	X	9191657	9192548	+	protein_coding	2.93118278890491	6.10568397507725	406.053251028052	4.03664680986276e-07	2.02136212043103e-05	upregulated	13.7685047887143	19.7009888584394	14.7720167488595	115.480037685354	118.538543117337	125.832978262531
FBgn0002570	Mal-A1	2R	8449664	8451904	-	protein_coding	2.91625186342652	9.18494695799211	1224.08338102745	1.1378918278954e-08	2.97184041295217e-06	upregulated	138.094013375917	150.62528190503	124.413207729283	1000.30786520975	1007.92265106659	1035.77637780555
FBgn0039452	CG14245	3R	26728727	26729341	+	protein_coding	2.8934998895403	5.92259817991205	405.742892201633	4.04658637675205e-07	2.02136212043103e-05	upregulated	14.4046733268067	17.1656295327753	11.91140398162	101.346776161489	99.3316187635898	115.263453121116
FBgn0261635	CG42718	3L	16320830	16321272	-	protein_coding	2.89324539956728	-1.2441539236074	21.7633166981335	0.00277061700356415	0.00864697373190466	upregulated	0.0454406098637435	0	0.187581165064882	0.545084466485151	0.613394789740423	0.556290796916582
FBgn0037288	CG14661	3R	4953506	4955252	-	protein_coding	2.8848705800685	1.78626669040767	54.4139898255268	0.000214500934328023	0.00129208633108264	upregulated	0.499846708501179	1.45471436718434	0.375162330129765	5.64551768859621	5.52055310766381	6.1191987660824
FBgn0041579	AttC	2R	13393705	13394667	+	protein_coding	2.88309861708052	4.16877571962935	11.3151832416439	0.0133578808367196	0.0299552226177158	upregulated	1.13601524659359	10.8895761200657	0.562743495194647	31.3423568228962	30.9380997075326	30.8185101491786
FBgn0039428	CG14237	3R	26456877	26457242	+	protein_coding	2.86501980614103	1.37250257323396	148.296617271624	9.97771094444558e-06	0.000157119601166358	upregulated	0.454406098637435	0.457195943972222	0.891010534058191	3.93239507964288	4.37043787690052	4.48741242846043
FBgn0031940	CG7214	2L	7743682	7744839	-	protein_coding	2.86235656115536	2.45428613521079	82.1235346794133	6.22931629802048e-05	0.000533988561894283	upregulated	0.590727928228666	1.91191031115657	1.3599634467204	8.52667844001772	9.16258467174758	10.087406450754
FBgn0085599	CG41284	3L	26298455	26305572	-	protein_coding	2.85518767772398	-0.465155184478297	29.9108529873438	0.0011848182986069	0.00447514438853005	upregulated	0.0454406098637435	0.207816338169192	0.187581165064882	1.32377656146394	0.613394789740423	1.29801185947202
FBgn0085297	CG34268	3L	500965	501400	+	protein_coding	2.85175717974307	2.31254051817789	148.360242919303	9.96427877217144e-06	0.000157119601166358	upregulated	0.727049757819897	1.6209674377197	1.17238228165551	8.7992206732603	8.31916683585449	7.97350142247101
FBgn0033788	CG13323	2R	13044695	13047256	-	protein_coding	2.84602836988201	8.68006680522426	169.690391894153	6.52815053831622e-06	0.000120955568696644	upregulated	82.9745536111957	137.283472994568	83.0984561237429	699.693781943189	696.088074832304	736.825703542577
FBgn0053267	CG33267	3L	11564483	11572796	+	protein_coding	2.83593804083527	8.92326468911007	1490.32721614217	6.0046397963066e-09	2.69863053335881e-06	upregulated	131.959531044311	116.668092248184	113.53350015552	803.688111227607	877.116212154447	841.111684937872
FBgn0038160	CG9759	3R	13607078	13609246	-	protein_coding	2.81892934423482	4.06196424758889	48.1746844827049	0.000306684853677555	0.00167590437575785	upregulated	2.68099598196087	7.27357183592172	2.34476456331103	26.3976620197809	26.8743592255023	32.6357267524395
FBgn0039454	CG14247	3R	26737610	26738593	+	protein_coding	2.80091424189272	1.94046740309906	571.19151935581	1.34381206331651e-07	1.16044673983816e-05	upregulated	0.817930977547384	0.997518423212122	0.984801116590632	6.19060215508136	6.32563376919812	6.63840350987121
FBgn0038530	AttD	3R	17625268	17626086	+	protein_coding	2.78912866445898	1.44813205655741	20.7248174528999	0.00314329126049643	0.00956490267226252	upregulated	0.136321829591231	1.53784090245202	0.234476456331103	4.82789098886848	4.10207765638908	4.5244984815882
